ID,age,animal.id,MouseID,Sex,Genotype,values,assay,experiment.date,treatment,dam,cohort,gram.values
472,149,25716,472,M,+/+,35500,Body Weight,2021-01-26,AL,123,2,35.5
472,149,25716,472,M,+/+,8430,Total Fat Mass,2021-01-26,AL,123,2,8.43
472,149,25716,472,M,+/+,25320,Lean Mass,2021-01-26,AL,123,2,25.32
472,156,25716,472,M,+/+,38200,Body Weight,2021-02-02,AL,123,2,38.2
472,156,25716,472,M,+/+,10040,Total Fat Mass,2021-02-02,AL,123,2,10.04
472,156,25716,472,M,+/+,25500,Lean Mass,2021-02-02,AL,123,2,25.5
472,163,25716,472,M,+/+,37900,Body Weight,2021-02-09,AL,123,2,37.9
472,163,25716,472,M,+/+,10340,Total Fat Mass,2021-02-09,AL,123,2,10.34
472,163,25716,472,M,+/+,25280,Lean Mass,2021-02-09,AL,123,2,25.28
473,24,25717,473,M,+/+,10200,Body Weight,2020-09-23,AL,123,2,10.2
473,24,25717,473,M,+/+,870,Total Fat Mass,2020-09-23,AL,123,2,0.87
473,24,25717,473,M,+/+,8660,Lean Mass,2020-09-23,AL,123,2,8.66
473,21,25717,473,M,+/+,8400,Body Weight,2020-09-20,AL,123,2,8.4
473,21,25717,473,M,+/+,1090,Total Fat Mass,2020-09-20,AL,123,2,1.09
473,21,25717,473,M,+/+,6210,Lean Mass,2020-09-20,AL,123,2,6.21
473,31,25717,473,M,+/+,15600,Body Weight,2020-09-30,AL,123,2,15.6
473,31,25717,473,M,+/+,1200,Total Fat Mass,2020-09-30,AL,123,2,1.2
473,31,25717,473,M,+/+,13120,Lean Mass,2020-09-30,AL,123,2,13.12
473,38,25717,473,M,+/+,18600,Body Weight,2020-10-07,AL,123,2,18.6
473,38,25717,473,M,+/+,1220,Total Fat Mass,2020-10-07,AL,123,2,1.22
473,38,25717,473,M,+/+,15570,Lean Mass,2020-10-07,AL,123,2,15.57
473,45,25717,473,M,+/+,21100,Body Weight,2020-10-14,AL,123,2,21.1
473,45,25717,473,M,+/+,1620,Total Fat Mass,2020-10-14,AL,123,2,1.62
473,45,25717,473,M,+/+,17720,Lean Mass,2020-10-14,AL,123,2,17.72
473,52,25717,473,M,+/+,22900,Body Weight,2020-10-21,AL,123,2,22.9
473,52,25717,473,M,+/+,1810,Total Fat Mass,2020-10-21,AL,123,2,1.81
473,52,25717,473,M,+/+,19230,Lean Mass,2020-10-21,AL,123,2,19.23
473,59,25717,473,M,+/+,23100,Body Weight,2020-10-28,AL,123,2,23.1
473,59,25717,473,M,+/+,1950,Total Fat Mass,2020-10-28,AL,123,2,1.95
473,59,25717,473,M,+/+,19260,Lean Mass,2020-10-28,AL,123,2,19.26
473,66,25717,473,M,+/+,23200,Body Weight,2020-11-04,AL,123,2,23.2
473,66,25717,473,M,+/+,2160,Total Fat Mass,2020-11-04,AL,123,2,2.16
473,66,25717,473,M,+/+,19890,Lean Mass,2020-11-04,AL,123,2,19.89
473,73,25717,473,M,+/+,24200,Body Weight,2020-11-11,AL,123,2,24.2
473,73,25717,473,M,+/+,1470,Total Fat Mass,2020-11-11,AL,123,2,1.47
473,73,25717,473,M,+/+,20600,Lean Mass,2020-11-11,AL,123,2,20.6
473,80,25717,473,M,+/+,27900,Body Weight,2020-11-18,AL,123,2,27.9
473,80,25717,473,M,+/+,4520,Total Fat Mass,2020-11-18,AL,123,2,4.52
473,80,25717,473,M,+/+,21110,Lean Mass,2020-11-18,AL,123,2,21.11
473,87,25717,473,M,+/+,28900,Body Weight,2020-11-25,AL,123,2,28.9
473,87,25717,473,M,+/+,4370,Total Fat Mass,2020-11-25,AL,123,2,4.37
473,87,25717,473,M,+/+,22540,Lean Mass,2020-11-25,AL,123,2,22.54
473,94,25717,473,M,+/+,32300,Body Weight,2020-12-02,AL,123,2,32.3
473,94,25717,473,M,+/+,4980,Total Fat Mass,2020-12-02,AL,123,2,4.98
473,94,25717,473,M,+/+,23810,Lean Mass,2020-12-02,AL,123,2,23.81
473,101,25717,473,M,+/+,33400,Body Weight,2020-12-09,AL,123,2,33.4
473,101,25717,473,M,+/+,8240,Total Fat Mass,2020-12-09,AL,123,2,8.24
473,101,25717,473,M,+/+,23020,Lean Mass,2020-12-09,AL,123,2,23.02
473,108,25717,473,M,+/+,35000,Body Weight,2020-12-16,AL,123,2,35
473,108,25717,473,M,+/+,9010,Total Fat Mass,2020-12-16,AL,123,2,9.01
473,108,25717,473,M,+/+,24090,Lean Mass,2020-12-16,AL,123,2,24.09
473,115,25717,473,M,+/+,35800,Body Weight,2020-12-23,AL,123,2,35.8
473,115,25717,473,M,+/+,10070,Total Fat Mass,2020-12-23,AL,123,2,10.07
473,115,25717,473,M,+/+,23270,Lean Mass,2020-12-23,AL,123,2,23.27
473,127,25717,473,M,+/+,39700,Body Weight,2021-01-04,AL,123,2,39.7
473,127,25717,473,M,+/+,12110,Total Fat Mass,2021-01-04,AL,123,2,12.11
473,127,25717,473,M,+/+,24440,Lean Mass,2021-01-04,AL,123,2,24.44
473,135,25717,473,M,+/+,42100,Body Weight,2021-01-12,AL,123,2,42.1
473,135,25717,473,M,+/+,13750,Total Fat Mass,2021-01-12,AL,123,2,13.75
473,135,25717,473,M,+/+,25410,Lean Mass,2021-01-12,AL,123,2,25.41
473,142,25717,473,M,+/+,43200,Body Weight,2021-01-19,AL,123,2,43.2
473,142,25717,473,M,+/+,15470,Total Fat Mass,2021-01-19,AL,123,2,15.47
473,142,25717,473,M,+/+,25280,Lean Mass,2021-01-19,AL,123,2,25.28
473,149,25717,473,M,+/+,44000,Body Weight,2021-01-26,AL,123,2,44
473,149,25717,473,M,+/+,16000,Total Fat Mass,2021-01-26,AL,123,2,16
473,149,25717,473,M,+/+,25420,Lean Mass,2021-01-26,AL,123,2,25.42
473,156,25717,473,M,+/+,45400,Body Weight,2021-02-02,AL,123,2,45.4
473,156,25717,473,M,+/+,17030,Total Fat Mass,2021-02-02,AL,123,2,17.03
473,156,25717,473,M,+/+,25620,Lean Mass,2021-02-02,AL,123,2,25.62
473,163,25717,473,M,+/+,45300,Body Weight,2021-02-09,AL,123,2,45.3
473,163,25717,473,M,+/+,16900,Total Fat Mass,2021-02-09,AL,123,2,16.9
473,163,25717,473,M,+/+,25810,Lean Mass,2021-02-09,AL,123,2,25.81
474,24,25718,474,F,+/+,9700,Body Weight,2020-09-23,AL,123,2,9.7
474,24,25718,474,F,+/+,720,Total Fat Mass,2020-09-23,AL,123,2,0.72
474,24,25718,474,F,+/+,7990,Lean Mass,2020-09-23,AL,123,2,7.99
474,21,25718,474,F,+/+,8500,Body Weight,2020-09-20,AL,123,2,8.5
474,21,25718,474,F,+/+,1250,Total Fat Mass,2020-09-20,AL,123,2,1.25
474,21,25718,474,F,+/+,6160,Lean Mass,2020-09-20,AL,123,2,6.16
474,31,25718,474,F,+/+,14200,Body Weight,2020-09-30,AL,123,2,14.2
474,31,25718,474,F,+/+,1180,Total Fat Mass,2020-09-30,AL,123,2,1.18
474,31,25718,474,F,+/+,11670,Lean Mass,2020-09-30,AL,123,2,11.67
474,38,25718,474,F,+/+,16300,Body Weight,2020-10-07,AL,123,2,16.3
474,38,25718,474,F,+/+,1540,Total Fat Mass,2020-10-07,AL,123,2,1.54
474,38,25718,474,F,+/+,13090,Lean Mass,2020-10-07,AL,123,2,13.09
474,45,25718,474,F,+/+,16700,Body Weight,2020-10-14,AL,123,2,16.7
474,45,25718,474,F,+/+,1300,Total Fat Mass,2020-10-14,AL,123,2,1.3
474,45,25718,474,F,+/+,13820,Lean Mass,2020-10-14,AL,123,2,13.82
474,52,25718,474,F,+/+,18000,Body Weight,2020-10-21,AL,123,2,18
474,52,25718,474,F,+/+,1750,Total Fat Mass,2020-10-21,AL,123,2,1.75
474,52,25718,474,F,+/+,14360,Lean Mass,2020-10-21,AL,123,2,14.36
474,59,25718,474,F,+/+,18600,Body Weight,2020-10-28,AL,123,2,18.6
474,59,25718,474,F,+/+,1970,Total Fat Mass,2020-10-28,AL,123,2,1.97
474,59,25718,474,F,+/+,14340,Lean Mass,2020-10-28,AL,123,2,14.34
474,66,25718,474,F,+/+,18800,Body Weight,2020-11-04,AL,123,2,18.8
474,66,25718,474,F,+/+,1540,Total Fat Mass,2020-11-04,AL,123,2,1.54
474,66,25718,474,F,+/+,15370,Lean Mass,2020-11-04,AL,123,2,15.37
474,73,25718,474,F,+/+,19700,Body Weight,2020-11-11,AL,123,2,19.7
474,73,25718,474,F,+/+,1660,Total Fat Mass,2020-11-11,AL,123,2,1.66
474,73,25718,474,F,+/+,15240,Lean Mass,2020-11-11,AL,123,2,15.24
474,80,25718,474,F,+/+,21700,Body Weight,2020-11-18,AL,123,2,21.7
474,80,25718,474,F,+/+,3800,Total Fat Mass,2020-11-18,AL,123,2,3.8
474,80,25718,474,F,+/+,16030,Lean Mass,2020-11-18,AL,123,2,16.03
474,87,25718,474,F,+/+,20100,Body Weight,2020-11-25,AL,123,2,20.1
474,87,25718,474,F,+/+,2040,Total Fat Mass,2020-11-25,AL,123,2,2.04
474,87,25718,474,F,+/+,16070,Lean Mass,2020-11-25,AL,123,2,16.07
474,94,25718,474,F,+/+,20900,Body Weight,2020-12-02,AL,123,2,20.9
474,94,25718,474,F,+/+,3680,Total Fat Mass,2020-12-02,AL,123,2,3.68
474,94,25718,474,F,+/+,15350,Lean Mass,2020-12-02,AL,123,2,15.35
474,101,25718,474,F,+/+,23500,Body Weight,2020-12-09,AL,123,2,23.5
474,101,25718,474,F,+/+,3850,Total Fat Mass,2020-12-09,AL,123,2,3.85
474,101,25718,474,F,+/+,17140,Lean Mass,2020-12-09,AL,123,2,17.14
474,108,25718,474,F,+/+,27700,Body Weight,2020-12-16,AL,123,2,27.7
474,108,25718,474,F,+/+,7110,Total Fat Mass,2020-12-16,AL,123,2,7.11
474,108,25718,474,F,+/+,18710,Lean Mass,2020-12-16,AL,123,2,18.71
474,115,25718,474,F,+/+,23800,Body Weight,2020-12-23,AL,123,2,23.8
474,115,25718,474,F,+/+,4860,Total Fat Mass,2020-12-23,AL,123,2,4.86
474,115,25718,474,F,+/+,17160,Lean Mass,2020-12-23,AL,123,2,17.16
474,127,25718,474,F,+/+,26200,Body Weight,2021-01-04,AL,123,2,26.2
474,127,25718,474,F,+/+,6080,Total Fat Mass,2021-01-04,AL,123,2,6.08
474,127,25718,474,F,+/+,17560,Lean Mass,2021-01-04,AL,123,2,17.56
474,135,25718,474,F,+/+,29100,Body Weight,2021-01-12,AL,123,2,29.1
474,135,25718,474,F,+/+,8030,Total Fat Mass,2021-01-12,AL,123,2,8.03
474,135,25718,474,F,+/+,18670,Lean Mass,2021-01-12,AL,123,2,18.67
474,142,25718,474,F,+/+,31600,Body Weight,2021-01-19,AL,123,2,31.6
474,142,25718,474,F,+/+,10170,Total Fat Mass,2021-01-19,AL,123,2,10.17
474,142,25718,474,F,+/+,18800,Lean Mass,2021-01-19,AL,123,2,18.8
474,149,25718,474,F,+/+,32000,Body Weight,2021-01-26,AL,123,2,32
474,149,25718,474,F,+/+,12220,Total Fat Mass,2021-01-26,AL,123,2,12.22
474,149,25718,474,F,+/+,17450,Lean Mass,2021-01-26,AL,123,2,17.45
474,156,25718,474,F,+/+,30700,Body Weight,2021-02-02,AL,123,2,30.7
474,156,25718,474,F,+/+,10050,Total Fat Mass,2021-02-02,AL,123,2,10.05
474,156,25718,474,F,+/+,18250,Lean Mass,2021-02-02,AL,123,2,18.25
474,163,25718,474,F,+/+,31700,Body Weight,2021-02-09,AL,123,2,31.7
474,163,25718,474,F,+/+,10790,Total Fat Mass,2021-02-09,AL,123,2,10.79
474,163,25718,474,F,+/+,18730,Lean Mass,2021-02-09,AL,123,2,18.73
8588,21,22844,8588,M,+/+,8200,Body Weight,2019-05-26,AL,7829,1,8.2
8588,21,22844,8588,M,+/+,490,Total Fat Mass,2019-05-26,AL,7829,1,0.49
8588,21,22844,8588,M,+/+,6870,Lean Mass,2019-05-26,AL,7829,1,6.87
8588,21,22844,8588,M,+/+,160,Free Water,2019-05-26,AL,7829,1,0.16
8588,28,22844,8588,M,+/+,950,Total Fat Mass,2019-06-02,AL,7829,1,0.95
8588,28,22844,8588,M,+/+,11220,Lean Mass,2019-06-02,AL,7829,1,11.22
8588,28,22844,8588,M,+/+,450,Free Water,2019-06-02,AL,7829,1,0.45
8588,28,22844,8588,M,+/+,13700,Body Weight,2019-06-02,AL,7829,1,13.7
8588,36,22844,8588,M,+/+,1780,Total Fat Mass,2019-06-10,AL,7829,1,1.78
8588,36,22844,8588,M,+/+,17290,Lean Mass,2019-06-10,AL,7829,1,17.29
8588,36,22844,8588,M,+/+,740,Free Water,2019-06-10,AL,7829,1,0.74
8588,36,22844,8588,M,+/+,20100,Body Weight,2019-06-10,AL,7829,1,20.1
8588,43,22844,8588,M,+/+,22400,Body Weight,2019-06-17,AL,7829,1,22.4
8588,43,22844,8588,M,+/+,1100,Total Fat Mass,2019-06-17,AL,7829,1,1.1
8588,43,22844,8588,M,+/+,19160,Lean Mass,2019-06-17,AL,7829,1,19.16
8588,43,22844,8588,M,+/+,1220,Free Water,2019-06-17,AL,7829,1,1.22
8588,50,22844,8588,M,+/+,24300,Body Weight,2019-06-24,AL,7829,1,24.3
8588,50,22844,8588,M,+/+,1090,Total Fat Mass,2019-06-24,AL,7829,1,1.09
8588,50,22844,8588,M,+/+,20480,Lean Mass,2019-06-24,AL,7829,1,20.48
8588,50,22844,8588,M,+/+,3450,Free Water,2019-06-24,AL,7829,1,3.45
8588,57,22844,8588,M,+/+,24500,Body Weight,2019-07-01,AL,7829,1,24.5
8588,57,22844,8588,M,+/+,790,Total Fat Mass,2019-07-01,AL,7829,1,0.79
8588,57,22844,8588,M,+/+,22010,Lean Mass,2019-07-01,AL,7829,1,22.01
8588,57,22844,8588,M,+/+,330,Free Water,2019-07-01,AL,7829,1,0.33
8588,64,22844,8588,M,+/+,26100,Body Weight,2019-07-08,AL,7829,1,26.1
8588,64,22844,8588,M,+/+,1210,Total Fat Mass,2019-07-08,AL,7829,1,1.21
8588,64,22844,8588,M,+/+,23410,Lean Mass,2019-07-08,AL,7829,1,23.41
8588,64,22844,8588,M,+/+,220,Free Water,2019-07-08,AL,7829,1,0.22
8588,71,22844,8588,M,+/+,26700,Body Weight,2019-07-15,AL,7829,1,26.7
8588,71,22844,8588,M,+/+,750,Total Fat Mass,2019-07-15,AL,7829,1,0.75
8588,71,22844,8588,M,+/+,23970,Lean Mass,2019-07-15,AL,7829,1,23.97
8588,71,22844,8588,M,+/+,340,Free Water,2019-07-15,AL,7829,1,0.34
8588,78,22844,8588,M,+/+,29200,Body Weight,2019-07-22,AL,7829,1,29.2
8588,85,22844,8588,M,+/+,30600,Body Weight,2019-07-29,AL,7829,1,30.6
8588,85,22844,8588,M,+/+,4210,Total Fat Mass,2019-07-29,AL,7829,1,4.21
8588,85,22844,8588,M,+/+,24250,Lean Mass,2019-07-29,AL,7829,1,24.25
8588,85,22844,8588,M,+/+,550,Free Water,2019-07-29,AL,7829,1,0.55
8588,78,22844,8588,M,+/+,2860,Total Fat Mass,2019-07-22,AL,7829,1,2.86
8588,78,22844,8588,M,+/+,24320,Lean Mass,2019-07-22,AL,7829,1,24.32
8588,78,22844,8588,M,+/+,130,Free Water,2019-07-22,AL,7829,1,0.13
8588,92,22844,8588,M,+/+,31700,Body Weight,2019-08-05,AL,7829,1,31.7
8588,92,22844,8588,M,+/+,5290,Total Fat Mass,2019-08-05,AL,7829,1,5.29
8588,92,22844,8588,M,+/+,24390,Lean Mass,2019-08-05,AL,7829,1,24.39
8588,92,22844,8588,M,+/+,130,Free Water,2019-08-05,AL,7829,1,0.13
8588,99,22844,8588,M,+/+,33100,Body Weight,2019-08-12,AL,7829,1,33.1
8588,99,22844,8588,M,+/+,6310,Total Fat Mass,2019-08-12,AL,7829,1,6.31
8588,99,22844,8588,M,+/+,24660,Lean Mass,2019-08-12,AL,7829,1,24.66
8588,99,22844,8588,M,+/+,40,Free Water,2019-08-12,AL,7829,1,0.04
8588,106,22844,8588,M,+/+,35000,Body Weight,2019-08-19,AL,7829,1,35
8588,106,22844,8588,M,+/+,7270,Total Fat Mass,2019-08-19,AL,7829,1,7.27
8588,106,22844,8588,M,+/+,25020,Lean Mass,2019-08-19,AL,7829,1,25.02
8588,106,22844,8588,M,+/+,120,Free Water,2019-08-19,AL,7829,1,0.12
8588,113,22844,8588,M,+/+,36700,Body Weight,2019-08-26,AL,7829,1,36.7
8588,113,22844,8588,M,+/+,9110,Total Fat Mass,2019-08-26,AL,7829,1,9.11
8588,113,22844,8588,M,+/+,25000,Lean Mass,2019-08-26,AL,7829,1,25
8588,121,22844,8588,M,+/+,38100,Body Weight,2019-09-03,AL,7829,1,38.1
8588,121,22844,8588,M,+/+,10740,Total Fat Mass,2019-09-03,AL,7829,1,10.74
8588,121,22844,8588,M,+/+,24920,Lean Mass,2019-09-03,AL,7829,1,24.92
8588,129,22844,8588,M,+/+,38900,Body Weight,2019-09-11,AL,7829,1,38.9
8588,129,22844,8588,M,+/+,10920,Total Fat Mass,2019-09-11,AL,7829,1,10.92
8588,129,22844,8588,M,+/+,25660,Lean Mass,2019-09-11,AL,7829,1,25.66
8588,134,22844,8588,M,+/+,39600,Body Weight,2019-09-16,AL,7829,1,39.6
8588,134,22844,8588,M,+/+,11710,Total Fat Mass,2019-09-16,AL,7829,1,11.71
8588,134,22844,8588,M,+/+,25320,Lean Mass,2019-09-16,AL,7829,1,25.32
8588,148,22844,8588,M,+/+,40500,Body Weight,2019-09-30,AL,7829,1,40.5
8588,148,22844,8588,M,+/+,12920,Total Fat Mass,2019-09-30,AL,7829,1,12.92
8588,148,22844,8588,M,+/+,24810,Lean Mass,2019-09-30,AL,7829,1,24.81
8588,141,22844,8588,M,+/+,41400,Body Weight,2019-09-23,AL,7829,1,41.4
8588,141,22844,8588,M,+/+,13170,Total Fat Mass,2019-09-23,AL,7829,1,13.17
8588,141,22844,8588,M,+/+,25430,Lean Mass,2019-09-23,AL,7829,1,25.43
8588,155,22844,8588,M,+/+,41900,Body Weight,2019-10-07,AL,7829,1,41.9
8588,155,22844,8588,M,+/+,14230,Total Fat Mass,2019-10-07,AL,7829,1,14.23
8588,155,22844,8588,M,+/+,24910,Lean Mass,2019-10-07,AL,7829,1,24.91
8588,162,22844,8588,M,+/+,42100,Body Weight,2019-10-14,AL,7829,1,42.1
8588,162,22844,8588,M,+/+,14150,Total Fat Mass,2019-10-14,AL,7829,1,14.15
8588,162,22844,8588,M,+/+,25040,Lean Mass,2019-10-14,AL,7829,1,25.04
8588,169,22844,8588,M,+/+,42200,Body Weight,2019-10-21,AL,7829,1,42.2
8588,169,22844,8588,M,+/+,13980,Total Fat Mass,2019-10-21,AL,7829,1,13.98
8588,169,22844,8588,M,+/+,26650,Lean Mass,2019-10-21,AL,7829,1,26.65
8588,176,22844,8588,M,+/+,42600,Body Weight,2019-10-28,AL,7829,1,42.6
8588,176,22844,8588,M,+/+,14810,Total Fat Mass,2019-10-28,AL,7829,1,14.81
8588,176,22844,8588,M,+/+,26820,Lean Mass,2019-10-28,AL,7829,1,26.82
8588,178,22844,8588,M,+/+,40200,Body Weight,2019-10-30,AL,7829,1,40.2
8589,21,22845,8589,M,+/+,8900,Body Weight,2019-05-26,AL,7829,1,8.9
8589,21,22845,8589,M,+/+,580,Total Fat Mass,2019-05-26,AL,7829,1,0.58
8589,21,22845,8589,M,+/+,7190,Lean Mass,2019-05-26,AL,7829,1,7.19
8589,21,22845,8589,M,+/+,160,Free Water,2019-05-26,AL,7829,1,0.16
8589,28,22845,8589,M,+/+,1140,Total Fat Mass,2019-06-02,AL,7829,1,1.14
8589,28,22845,8589,M,+/+,12420,Lean Mass,2019-06-02,AL,7829,1,12.42
8589,28,22845,8589,M,+/+,0,Free Water,2019-06-02,AL,7829,1,0
8589,28,22845,8589,M,+/+,15200,Body Weight,2019-06-02,AL,7829,1,15.2
8589,36,22845,8589,M,+/+,2270,Total Fat Mass,2019-06-10,AL,7829,1,2.27
8589,36,22845,8589,M,+/+,18180,Lean Mass,2019-06-10,AL,7829,1,18.18
8589,36,22845,8589,M,+/+,1070,Free Water,2019-06-10,AL,7829,1,1.07
8589,36,22845,8589,M,+/+,21400,Body Weight,2019-06-10,AL,7829,1,21.4
8589,43,22845,8589,M,+/+,23300,Body Weight,2019-06-17,AL,7829,1,23.3
8589,43,22845,8589,M,+/+,1370,Total Fat Mass,2019-06-17,AL,7829,1,1.37
8589,43,22845,8589,M,+/+,20230,Lean Mass,2019-06-17,AL,7829,1,20.23
8589,43,22845,8589,M,+/+,170,Free Water,2019-06-17,AL,7829,1,0.17
8589,50,22845,8589,M,+/+,24200,Body Weight,2019-06-24,AL,7829,1,24.2
8589,50,22845,8589,M,+/+,1110,Total Fat Mass,2019-06-24,AL,7829,1,1.11
8589,50,22845,8589,M,+/+,21200,Lean Mass,2019-06-24,AL,7829,1,21.2
8589,50,22845,8589,M,+/+,670,Free Water,2019-06-24,AL,7829,1,0.67
8589,57,22845,8589,M,+/+,25700,Body Weight,2019-07-01,AL,7829,1,25.7
8589,57,22845,8589,M,+/+,960,Total Fat Mass,2019-07-01,AL,7829,1,0.96
8589,57,22845,8589,M,+/+,22670,Lean Mass,2019-07-01,AL,7829,1,22.67
8589,57,22845,8589,M,+/+,210,Free Water,2019-07-01,AL,7829,1,0.21
8589,64,22845,8589,M,+/+,25600,Body Weight,2019-07-08,AL,7829,1,25.6
8589,64,22845,8589,M,+/+,1090,Total Fat Mass,2019-07-08,AL,7829,1,1.09
8589,64,22845,8589,M,+/+,22890,Lean Mass,2019-07-08,AL,7829,1,22.89
8589,64,22845,8589,M,+/+,170,Free Water,2019-07-08,AL,7829,1,0.17
8589,71,22845,8589,M,+/+,27000,Body Weight,2019-07-15,AL,7829,1,27
8589,71,22845,8589,M,+/+,980,Total Fat Mass,2019-07-15,AL,7829,1,0.98
8589,71,22845,8589,M,+/+,24320,Lean Mass,2019-07-15,AL,7829,1,24.32
8589,71,22845,8589,M,+/+,330,Free Water,2019-07-15,AL,7829,1,0.33
8589,78,22845,8589,M,+/+,29900,Body Weight,2019-07-22,AL,7829,1,29.9
8589,85,22845,8589,M,+/+,32400,Body Weight,2019-07-29,AL,7829,1,32.4
8589,85,22845,8589,M,+/+,5900,Total Fat Mass,2019-07-29,AL,7829,1,5.9
8589,85,22845,8589,M,+/+,23690,Lean Mass,2019-07-29,AL,7829,1,23.69
8589,85,22845,8589,M,+/+,570,Free Water,2019-07-29,AL,7829,1,0.57
8589,78,22845,8589,M,+/+,3790,Total Fat Mass,2019-07-22,AL,7829,1,3.79
8589,78,22845,8589,M,+/+,24370,Lean Mass,2019-07-22,AL,7829,1,24.37
8589,78,22845,8589,M,+/+,240,Free Water,2019-07-22,AL,7829,1,0.24
8589,92,22845,8589,M,+/+,34000,Body Weight,2019-08-05,AL,7829,1,34
8589,92,22845,8589,M,+/+,7870,Total Fat Mass,2019-08-05,AL,7829,1,7.87
8589,92,22845,8589,M,+/+,23720,Lean Mass,2019-08-05,AL,7829,1,23.72
8589,92,22845,8589,M,+/+,0,Free Water,2019-08-05,AL,7829,1,0
8589,99,22845,8589,M,+/+,34800,Body Weight,2019-08-12,AL,7829,1,34.8
8589,99,22845,8589,M,+/+,8800,Total Fat Mass,2019-08-12,AL,7829,1,8.8
8589,99,22845,8589,M,+/+,24140,Lean Mass,2019-08-12,AL,7829,1,24.14
8589,99,22845,8589,M,+/+,0,Free Water,2019-08-12,AL,7829,1,0
8589,106,22845,8589,M,+/+,35500,Body Weight,2019-08-19,AL,7829,1,35.5
8589,106,22845,8589,M,+/+,8850,Total Fat Mass,2019-08-19,AL,7829,1,8.85
8589,106,22845,8589,M,+/+,23950,Lean Mass,2019-08-19,AL,7829,1,23.95
8589,106,22845,8589,M,+/+,130,Free Water,2019-08-19,AL,7829,1,0.13
8589,113,22845,8589,M,+/+,37600,Body Weight,2019-08-26,AL,7829,1,37.6
8589,113,22845,8589,M,+/+,10530,Total Fat Mass,2019-08-26,AL,7829,1,10.53
8589,113,22845,8589,M,+/+,24650,Lean Mass,2019-08-26,AL,7829,1,24.65
8589,121,22845,8589,M,+/+,38400,Body Weight,2019-09-03,AL,7829,1,38.4
8589,121,22845,8589,M,+/+,11630,Total Fat Mass,2019-09-03,AL,7829,1,11.63
8589,121,22845,8589,M,+/+,24510,Lean Mass,2019-09-03,AL,7829,1,24.51
8589,129,22845,8589,M,+/+,40300,Body Weight,2019-09-11,AL,7829,1,40.3
8589,129,22845,8589,M,+/+,11720,Total Fat Mass,2019-09-11,AL,7829,1,11.72
8589,129,22845,8589,M,+/+,25750,Lean Mass,2019-09-11,AL,7829,1,25.75
8589,134,22845,8589,M,+/+,41300,Body Weight,2019-09-16,AL,7829,1,41.3
8589,134,22845,8589,M,+/+,12850,Total Fat Mass,2019-09-16,AL,7829,1,12.85
8589,134,22845,8589,M,+/+,25690,Lean Mass,2019-09-16,AL,7829,1,25.69
8589,148,22845,8589,M,+/+,43100,Body Weight,2019-09-30,AL,7829,1,43.1
8589,148,22845,8589,M,+/+,14440,Total Fat Mass,2019-09-30,AL,7829,1,14.44
8589,148,22845,8589,M,+/+,25800,Lean Mass,2019-09-30,AL,7829,1,25.8
8589,141,22845,8589,M,+/+,43900,Body Weight,2019-09-23,AL,7829,1,43.9
8589,141,22845,8589,M,+/+,14870,Total Fat Mass,2019-09-23,AL,7829,1,14.87
8589,141,22845,8589,M,+/+,25730,Lean Mass,2019-09-23,AL,7829,1,25.73
8589,155,22845,8589,M,+/+,44700,Body Weight,2019-10-07,AL,7829,1,44.7
8589,155,22845,8589,M,+/+,15990,Total Fat Mass,2019-10-07,AL,7829,1,15.99
8589,155,22845,8589,M,+/+,25780,Lean Mass,2019-10-07,AL,7829,1,25.78
8589,162,22845,8589,M,+/+,16030,Total Fat Mass,2019-10-14,AL,7829,1,16.03
8589,162,22845,8589,M,+/+,26220,Lean Mass,2019-10-14,AL,7829,1,26.22
8589,162,22845,8589,M,+/+,44800,Body Weight,2019-10-14,AL,7829,1,44.8
8589,169,22845,8589,M,+/+,45700,Body Weight,2019-10-21,AL,7829,1,45.7
8589,169,22845,8589,M,+/+,16740,Total Fat Mass,2019-10-21,AL,7829,1,16.74
8589,169,22845,8589,M,+/+,27670,Lean Mass,2019-10-21,AL,7829,1,27.67
8589,176,22845,8589,M,+/+,46800,Body Weight,2019-10-28,AL,7829,1,46.8
8589,176,22845,8589,M,+/+,17420,Total Fat Mass,2019-10-28,AL,7829,1,17.42
8589,176,22845,8589,M,+/+,27680,Lean Mass,2019-10-28,AL,7829,1,27.68
8590,21,22846,8590,F,+/+,9000,Body Weight,2019-05-26,AL,7829,1,9
8590,21,22846,8590,F,+/+,970,Total Fat Mass,2019-05-26,AL,7829,1,0.97
8590,21,22846,8590,F,+/+,7120,Lean Mass,2019-05-26,AL,7829,1,7.12
8590,21,22846,8590,F,+/+,0,Free Water,2019-05-26,AL,7829,1,0
8590,28,22846,8590,F,+/+,1020,Total Fat Mass,2019-06-02,AL,7829,1,1.02
8590,28,22846,8590,F,+/+,11000,Lean Mass,2019-06-02,AL,7829,1,11
8590,28,22846,8590,F,+/+,0,Free Water,2019-06-02,AL,7829,1,0
8590,28,22846,8590,F,+/+,13700,Body Weight,2019-06-02,AL,7829,1,13.7
8590,36,22846,8590,F,+/+,18500,Body Weight,2019-06-10,AL,7829,1,18.5
8590,43,22846,8590,F,+/+,18900,Body Weight,2019-06-17,AL,7829,1,18.9
8590,43,22846,8590,F,+/+,1580,Total Fat Mass,2019-06-17,AL,7829,1,1.58
8590,43,22846,8590,F,+/+,15940,Lean Mass,2019-06-17,AL,7829,1,15.94
