ID,age,animal.id,MouseID,Sex,Genotype,values,assay,experiment.date,treatment,dam,cohort,gram.values
8597,70,22857,8597,M,+/+,23090,Lean Mass,2019-07-15,eTRF,7826,1,23.09
8597,70,22857,8597,M,+/+,400,Free Water,2019-07-15,eTRF,7826,1,0.4
8597,77,22857,8597,M,+/+,30100,Body Weight,2019-07-22,eTRF,7826,1,30.1
8597,84,22857,8597,M,+/+,31600,Body Weight,2019-07-29,eTRF,7826,1,31.6
8597,84,22857,8597,M,+/+,5150,Total Fat Mass,2019-07-29,eTRF,7826,1,5.15
8597,84,22857,8597,M,+/+,23960,Lean Mass,2019-07-29,eTRF,7826,1,23.96
8597,84,22857,8597,M,+/+,360,Free Water,2019-07-29,eTRF,7826,1,0.36
8597,77,22857,8597,M,+/+,4310,Total Fat Mass,2019-07-22,eTRF,7826,1,4.31
8597,77,22857,8597,M,+/+,23840,Lean Mass,2019-07-22,eTRF,7826,1,23.84
8597,77,22857,8597,M,+/+,210,Free Water,2019-07-22,eTRF,7826,1,0.21
8597,91,22857,8597,M,+/+,34700,Body Weight,2019-08-05,eTRF,7826,1,34.7
8597,91,22857,8597,M,+/+,7640,Total Fat Mass,2019-08-05,eTRF,7826,1,7.64
8597,91,22857,8597,M,+/+,24880,Lean Mass,2019-08-05,eTRF,7826,1,24.88
8597,91,22857,8597,M,+/+,60,Free Water,2019-08-05,eTRF,7826,1,0.06
8597,98,22857,8597,M,+/+,37000,Body Weight,2019-08-12,eTRF,7826,1,37
8597,98,22857,8597,M,+/+,8870,Total Fat Mass,2019-08-12,eTRF,7826,1,8.87
8597,98,22857,8597,M,+/+,25700,Lean Mass,2019-08-12,eTRF,7826,1,25.7
8597,98,22857,8597,M,+/+,160,Free Water,2019-08-12,eTRF,7826,1,0.16
8597,105,22857,8597,M,+/+,38400,Body Weight,2019-08-19,eTRF,7826,1,38.4
8597,105,22857,8597,M,+/+,10070,Total Fat Mass,2019-08-19,eTRF,7826,1,10.07
8597,105,22857,8597,M,+/+,25800,Lean Mass,2019-08-19,eTRF,7826,1,25.8
8597,105,22857,8597,M,+/+,260,Free Water,2019-08-19,eTRF,7826,1,0.26
8597,112,22857,8597,M,+/+,39200,Body Weight,2019-08-26,eTRF,7826,1,39.2
8597,112,22857,8597,M,+/+,10970,Total Fat Mass,2019-08-26,eTRF,7826,1,10.97
8597,112,22857,8597,M,+/+,25780,Lean Mass,2019-08-26,eTRF,7826,1,25.78
8597,120,22857,8597,M,+/+,42300,Body Weight,2019-09-03,eTRF,7826,1,42.3
8597,120,22857,8597,M,+/+,14260,Total Fat Mass,2019-09-03,eTRF,7826,1,14.26
8597,120,22857,8597,M,+/+,25460,Lean Mass,2019-09-03,eTRF,7826,1,25.46
8597,128,22857,8597,M,+/+,43200,Body Weight,2019-09-11,eTRF,7826,1,43.2
8597,128,22857,8597,M,+/+,14710,Total Fat Mass,2019-09-11,eTRF,7826,1,14.71
8597,128,22857,8597,M,+/+,26010,Lean Mass,2019-09-11,eTRF,7826,1,26.01
8597,133,22857,8597,M,+/+,43400,Body Weight,2019-09-16,eTRF,7826,1,43.4
8597,133,22857,8597,M,+/+,14700,Total Fat Mass,2019-09-16,eTRF,7826,1,14.7
8597,133,22857,8597,M,+/+,25880,Lean Mass,2019-09-16,eTRF,7826,1,25.88
8597,147,22857,8597,M,+/+,44500,Body Weight,2019-09-30,eTRF,7826,1,44.5
8597,147,22857,8597,M,+/+,15330,Total Fat Mass,2019-09-30,eTRF,7826,1,15.33
8597,147,22857,8597,M,+/+,26280,Lean Mass,2019-09-30,eTRF,7826,1,26.28
8597,140,22857,8597,M,+/+,45400,Body Weight,2019-09-23,eTRF,7826,1,45.4
8597,140,22857,8597,M,+/+,16190,Total Fat Mass,2019-09-23,eTRF,7826,1,16.19
8597,140,22857,8597,M,+/+,25770,Lean Mass,2019-09-23,eTRF,7826,1,25.77
8597,154,22857,8597,M,+/+,44900,Body Weight,2019-10-07,eTRF,7826,1,44.9
8597,154,22857,8597,M,+/+,15410,Total Fat Mass,2019-10-07,eTRF,7826,1,15.41
8597,154,22857,8597,M,+/+,26120,Lean Mass,2019-10-07,eTRF,7826,1,26.12
8597,161,22857,8597,M,+/+,16870,Total Fat Mass,2019-10-14,eTRF,7826,1,16.87
8597,161,22857,8597,M,+/+,27070,Lean Mass,2019-10-14,eTRF,7826,1,27.07
8597,161,22857,8597,M,+/+,46000,Body Weight,2019-10-14,eTRF,7826,1,46
8597,168,22857,8597,M,+/+,46800,Body Weight,2019-10-21,eTRF,7826,1,46.8
8597,168,22857,8597,M,+/+,18370,Total Fat Mass,2019-10-21,eTRF,7826,1,18.37
8597,168,22857,8597,M,+/+,26990,Lean Mass,2019-10-21,eTRF,7826,1,26.99
8597,175,22857,8597,M,+/+,48600,Body Weight,2019-10-28,eTRF,7826,1,48.6
8597,175,22857,8597,M,+/+,19260,Total Fat Mass,2019-10-28,eTRF,7826,1,19.26
8597,175,22857,8597,M,+/+,27830,Lean Mass,2019-10-28,eTRF,7826,1,27.83
8597,177,22857,8597,M,+/+,45600,Body Weight,2019-10-30,eTRF,7826,1,45.6
8598,21,22858,8598,F,+/+,6000,Body Weight,2019-05-27,eTRF,7826,1,6
8598,21,22858,8598,F,+/+,270,Total Fat Mass,2019-05-27,eTRF,7826,1,0.27
8598,21,22858,8598,F,+/+,4700,Lean Mass,2019-05-27,eTRF,7826,1,4.7
8598,21,22858,8598,F,+/+,80,Free Water,2019-05-27,eTRF,7826,1,0.08
8598,27,22858,8598,F,+/+,540,Total Fat Mass,2019-06-02,eTRF,7826,1,0.54
8598,27,22858,8598,F,+/+,6880,Lean Mass,2019-06-02,eTRF,7826,1,6.88
8598,27,22858,8598,F,+/+,980,Free Water,2019-06-02,eTRF,7826,1,0.98
8598,27,22858,8598,F,+/+,8300,Body Weight,2019-06-02,eTRF,7826,1,8.3
8598,35,22858,8598,F,+/+,1680,Total Fat Mass,2019-06-10,eTRF,7826,1,1.68
8598,35,22858,8598,F,+/+,11430,Lean Mass,2019-06-10,eTRF,7826,1,11.43
8598,35,22858,8598,F,+/+,350,Free Water,2019-06-10,eTRF,7826,1,0.35
8598,35,22858,8598,F,+/+,13800,Body Weight,2019-06-10,eTRF,7826,1,13.8
8598,42,22858,8598,F,+/+,15700,Body Weight,2019-06-17,eTRF,7826,1,15.7
8598,42,22858,8598,F,+/+,1810,Total Fat Mass,2019-06-17,eTRF,7826,1,1.81
8598,42,22858,8598,F,+/+,13080,Lean Mass,2019-06-17,eTRF,7826,1,13.08
8598,42,22858,8598,F,+/+,470,Free Water,2019-06-17,eTRF,7826,1,0.47
8598,49,22858,8598,F,+/+,16900,Body Weight,2019-06-24,eTRF,7826,1,16.9
8598,49,22858,8598,F,+/+,1770,Total Fat Mass,2019-06-24,eTRF,7826,1,1.77
8598,49,22858,8598,F,+/+,13570,Lean Mass,2019-06-24,eTRF,7826,1,13.57
8598,49,22858,8598,F,+/+,420,Free Water,2019-06-24,eTRF,7826,1,0.42
8598,56,22858,8598,F,+/+,16800,Body Weight,2019-07-01,eTRF,7826,1,16.8
8598,56,22858,8598,F,+/+,1860,Total Fat Mass,2019-07-01,eTRF,7826,1,1.86
8598,56,22858,8598,F,+/+,13610,Lean Mass,2019-07-01,eTRF,7826,1,13.61
8598,56,22858,8598,F,+/+,170,Free Water,2019-07-01,eTRF,7826,1,0.17
8598,63,22858,8598,F,+/+,17700,Body Weight,2019-07-08,eTRF,7826,1,17.7
8598,63,22858,8598,F,+/+,1570,Total Fat Mass,2019-07-08,eTRF,7826,1,1.57
8598,63,22858,8598,F,+/+,14600,Lean Mass,2019-07-08,eTRF,7826,1,14.6
8598,63,22858,8598,F,+/+,350,Free Water,2019-07-08,eTRF,7826,1,0.35
8598,70,22858,8598,F,+/+,21400,Body Weight,2019-07-15,eTRF,7826,1,21.4
8598,70,22858,8598,F,+/+,2080,Total Fat Mass,2019-07-15,eTRF,7826,1,2.08
8598,70,22858,8598,F,+/+,17630,Lean Mass,2019-07-15,eTRF,7826,1,17.63
8598,70,22858,8598,F,+/+,150,Free Water,2019-07-15,eTRF,7826,1,0.15
8598,77,22858,8598,F,+/+,19800,Body Weight,2019-07-22,eTRF,7826,1,19.8
8598,84,22858,8598,F,+/+,19200,Body Weight,2019-07-29,eTRF,7826,1,19.2
8598,84,22858,8598,F,+/+,2170,Total Fat Mass,2019-07-29,eTRF,7826,1,2.17
8598,84,22858,8598,F,+/+,15220,Lean Mass,2019-07-29,eTRF,7826,1,15.22
8598,84,22858,8598,F,+/+,150,Free Water,2019-07-29,eTRF,7826,1,0.15
8598,77,22858,8598,F,+/+,2850,Total Fat Mass,2019-07-22,eTRF,7826,1,2.85
8598,77,22858,8598,F,+/+,15130,Lean Mass,2019-07-22,eTRF,7826,1,15.13
8598,77,22858,8598,F,+/+,0,Free Water,2019-07-22,eTRF,7826,1,0
8598,91,22858,8598,F,+/+,19800,Body Weight,2019-08-05,eTRF,7826,1,19.8
8598,91,22858,8598,F,+/+,1610,Total Fat Mass,2019-08-05,eTRF,7826,1,1.61
8598,91,22858,8598,F,+/+,16530,Lean Mass,2019-08-05,eTRF,7826,1,16.53
8598,91,22858,8598,F,+/+,0,Free Water,2019-08-05,eTRF,7826,1,0
8598,98,22858,8598,F,+/+,21200,Body Weight,2019-08-12,eTRF,7826,1,21.2
8598,98,22858,8598,F,+/+,2780,Total Fat Mass,2019-08-12,eTRF,7826,1,2.78
8598,98,22858,8598,F,+/+,16540,Lean Mass,2019-08-12,eTRF,7826,1,16.54
8598,105,22858,8598,F,+/+,21000,Body Weight,2019-08-19,eTRF,7826,1,21
8598,105,22858,8598,F,+/+,2570,Total Fat Mass,2019-08-19,eTRF,7826,1,2.57
8598,105,22858,8598,F,+/+,16480,Lean Mass,2019-08-19,eTRF,7826,1,16.48
8598,105,22858,8598,F,+/+,110,Free Water,2019-08-19,eTRF,7826,1,0.11
8598,112,22858,8598,F,+/+,20200,Body Weight,2019-08-26,eTRF,7826,1,20.2
8598,112,22858,8598,F,+/+,2900,Total Fat Mass,2019-08-26,eTRF,7826,1,2.9
8598,112,22858,8598,F,+/+,16180,Lean Mass,2019-08-26,eTRF,7826,1,16.18
8598,120,22858,8598,F,+/+,20900,Body Weight,2019-09-03,eTRF,7826,1,20.9
8598,120,22858,8598,F,+/+,2790,Total Fat Mass,2019-09-03,eTRF,7826,1,2.79
8598,120,22858,8598,F,+/+,16280,Lean Mass,2019-09-03,eTRF,7826,1,16.28
8598,128,22858,8598,F,+/+,21200,Body Weight,2019-09-11,eTRF,7826,1,21.2
8598,128,22858,8598,F,+/+,1960,Total Fat Mass,2019-09-11,eTRF,7826,1,1.96
8598,128,22858,8598,F,+/+,17410,Lean Mass,2019-09-11,eTRF,7826,1,17.41
8598,133,22858,8598,F,+/+,21300,Body Weight,2019-09-16,eTRF,7826,1,21.3
8598,133,22858,8598,F,+/+,2210,Total Fat Mass,2019-09-16,eTRF,7826,1,2.21
8598,133,22858,8598,F,+/+,16880,Lean Mass,2019-09-16,eTRF,7826,1,16.88
8598,147,22858,8598,F,+/+,23300,Body Weight,2019-09-30,eTRF,7826,1,23.3
8598,147,22858,8598,F,+/+,3890,Total Fat Mass,2019-09-30,eTRF,7826,1,3.89
8598,147,22858,8598,F,+/+,17340,Lean Mass,2019-09-30,eTRF,7826,1,17.34
8598,140,22858,8598,F,+/+,21500,Body Weight,2019-09-23,eTRF,7826,1,21.5
8598,140,22858,8598,F,+/+,2110,Total Fat Mass,2019-09-23,eTRF,7826,1,2.11
8598,140,22858,8598,F,+/+,17300,Lean Mass,2019-09-23,eTRF,7826,1,17.3
8598,154,22858,8598,F,+/+,25100,Body Weight,2019-10-07,eTRF,7826,1,25.1
8598,154,22858,8598,F,+/+,4760,Total Fat Mass,2019-10-07,eTRF,7826,1,4.76
8598,154,22858,8598,F,+/+,18230,Lean Mass,2019-10-07,eTRF,7826,1,18.23
8598,161,22858,8598,F,+/+,6700,Total Fat Mass,2019-10-14,eTRF,7826,1,6.7
8598,161,22858,8598,F,+/+,17480,Lean Mass,2019-10-14,eTRF,7826,1,17.48
8598,161,22858,8598,F,+/+,25500,Body Weight,2019-10-14,eTRF,7826,1,25.5
8598,168,22858,8598,F,+/+,25600,Body Weight,2019-10-21,eTRF,7826,1,25.6
8598,168,22858,8598,F,+/+,6670,Total Fat Mass,2019-10-21,eTRF,7826,1,6.67
8598,168,22858,8598,F,+/+,17640,Lean Mass,2019-10-21,eTRF,7826,1,17.64
8598,175,22858,8598,F,+/+,23400,Body Weight,2019-10-28,eTRF,7826,1,23.4
8598,175,22858,8598,F,+/+,4530,Total Fat Mass,2019-10-28,eTRF,7826,1,4.53
8598,175,22858,8598,F,+/+,17530,Lean Mass,2019-10-28,eTRF,7826,1,17.53
8598,177,22858,8598,F,+/+,22000,Body Weight,2019-10-30,eTRF,7826,1,22
8599,21,22859,8599,F,+/+,6800,Body Weight,2019-05-27,eTRF,7826,1,6.8
8599,21,22859,8599,F,+/+,420,Total Fat Mass,2019-05-27,eTRF,7826,1,0.42
8599,21,22859,8599,F,+/+,5390,Lean Mass,2019-05-27,eTRF,7826,1,5.39
8599,21,22859,8599,F,+/+,0,Free Water,2019-05-27,eTRF,7826,1,0
8599,27,22859,8599,F,+/+,680,Total Fat Mass,2019-06-02,eTRF,7826,1,0.68
8599,27,22859,8599,F,+/+,8300,Lean Mass,2019-06-02,eTRF,7826,1,8.3
8599,27,22859,8599,F,+/+,80,Free Water,2019-06-02,eTRF,7826,1,0.08
8599,27,22859,8599,F,+/+,10300,Body Weight,2019-06-02,eTRF,7826,1,10.3
8599,35,22859,8599,F,+/+,1910,Total Fat Mass,2019-06-10,eTRF,7826,1,1.91
8599,35,22859,8599,F,+/+,12960,Lean Mass,2019-06-10,eTRF,7826,1,12.96
8599,35,22859,8599,F,+/+,290,Free Water,2019-06-10,eTRF,7826,1,0.29
8599,35,22859,8599,F,+/+,15800,Body Weight,2019-06-10,eTRF,7826,1,15.8
8599,42,22859,8599,F,+/+,17200,Body Weight,2019-06-17,eTRF,7826,1,17.2
8599,42,22859,8599,F,+/+,2000,Total Fat Mass,2019-06-17,eTRF,7826,1,2
8599,42,22859,8599,F,+/+,14090,Lean Mass,2019-06-17,eTRF,7826,1,14.09
8599,42,22859,8599,F,+/+,330,Free Water,2019-06-17,eTRF,7826,1,0.33
8599,49,22859,8599,F,+/+,18700,Body Weight,2019-06-24,eTRF,7826,1,18.7
8599,49,22859,8599,F,+/+,2170,Total Fat Mass,2019-06-24,eTRF,7826,1,2.17
8599,49,22859,8599,F,+/+,15000,Lean Mass,2019-06-24,eTRF,7826,1,15
8599,49,22859,8599,F,+/+,250,Free Water,2019-06-24,eTRF,7826,1,0.25
8599,56,22859,8599,F,+/+,18700,Body Weight,2019-07-01,eTRF,7826,1,18.7
8599,56,22859,8599,F,+/+,1720,Total Fat Mass,2019-07-01,eTRF,7826,1,1.72
8599,56,22859,8599,F,+/+,15190,Lean Mass,2019-07-01,eTRF,7826,1,15.19
8599,56,22859,8599,F,+/+,200,Free Water,2019-07-01,eTRF,7826,1,0.2
8599,63,22859,8599,F,+/+,20200,Body Weight,2019-07-08,eTRF,7826,1,20.2
8599,63,22859,8599,F,+/+,2170,Total Fat Mass,2019-07-08,eTRF,7826,1,2.17
8599,63,22859,8599,F,+/+,16110,Lean Mass,2019-07-08,eTRF,7826,1,16.11
8599,63,22859,8599,F,+/+,480,Free Water,2019-07-08,eTRF,7826,1,0.48
8599,70,22859,8599,F,+/+,20100,Body Weight,2019-07-15,eTRF,7826,1,20.1
8599,70,22859,8599,F,+/+,2210,Total Fat Mass,2019-07-15,eTRF,7826,1,2.21
8599,70,22859,8599,F,+/+,16100,Lean Mass,2019-07-15,eTRF,7826,1,16.1
8599,70,22859,8599,F,+/+,270,Free Water,2019-07-15,eTRF,7826,1,0.27
8599,77,22859,8599,F,+/+,23000,Body Weight,2019-07-22,eTRF,7826,1,23
8599,84,22859,8599,F,+/+,24400,Body Weight,2019-07-29,eTRF,7826,1,24.4
8599,84,22859,8599,F,+/+,5750,Total Fat Mass,2019-07-29,eTRF,7826,1,5.75
8599,84,22859,8599,F,+/+,16620,Lean Mass,2019-07-29,eTRF,7826,1,16.62
8599,84,22859,8599,F,+/+,210,Free Water,2019-07-29,eTRF,7826,1,0.21
8599,77,22859,8599,F,+/+,4250,Total Fat Mass,2019-07-22,eTRF,7826,1,4.25
8599,77,22859,8599,F,+/+,16750,Lean Mass,2019-07-22,eTRF,7826,1,16.75
8599,77,22859,8599,F,+/+,360,Free Water,2019-07-22,eTRF,7826,1,0.36
8599,91,22859,8599,F,+/+,27000,Body Weight,2019-08-05,eTRF,7826,1,27
8599,91,22859,8599,F,+/+,7060,Total Fat Mass,2019-08-05,eTRF,7826,1,7.06
8599,91,22859,8599,F,+/+,18620,Lean Mass,2019-08-05,eTRF,7826,1,18.62
8599,91,22859,8599,F,+/+,0,Free Water,2019-08-05,eTRF,7826,1,0
8599,98,22859,8599,F,+/+,28700,Body Weight,2019-08-12,eTRF,7826,1,28.7
8599,98,22859,8599,F,+/+,8490,Total Fat Mass,2019-08-12,eTRF,7826,1,8.49
8599,98,22859,8599,F,+/+,18000,Lean Mass,2019-08-12,eTRF,7826,1,18
8599,105,22859,8599,F,+/+,27300,Body Weight,2019-08-19,eTRF,7826,1,27.3
8599,105,22859,8599,F,+/+,7900,Total Fat Mass,2019-08-19,eTRF,7826,1,7.9
8599,105,22859,8599,F,+/+,17430,Lean Mass,2019-08-19,eTRF,7826,1,17.43
8599,105,22859,8599,F,+/+,0,Free Water,2019-08-19,eTRF,7826,1,0
8599,112,22859,8599,F,+/+,28800,Body Weight,2019-08-26,eTRF,7826,1,28.8
8599,112,22859,8599,F,+/+,8860,Total Fat Mass,2019-08-26,eTRF,7826,1,8.86
8599,112,22859,8599,F,+/+,17820,Lean Mass,2019-08-26,eTRF,7826,1,17.82
8599,120,22859,8599,F,+/+,30700,Body Weight,2019-09-03,eTRF,7826,1,30.7
8599,120,22859,8599,F,+/+,10440,Total Fat Mass,2019-09-03,eTRF,7826,1,10.44
8599,120,22859,8599,F,+/+,18140,Lean Mass,2019-09-03,eTRF,7826,1,18.14
8599,128,22859,8599,F,+/+,30900,Body Weight,2019-09-11,eTRF,7826,1,30.9
8599,128,22859,8599,F,+/+,10630,Total Fat Mass,2019-09-11,eTRF,7826,1,10.63
8599,128,22859,8599,F,+/+,17940,Lean Mass,2019-09-11,eTRF,7826,1,17.94
8599,133,22859,8599,F,+/+,31000,Body Weight,2019-09-16,eTRF,7826,1,31
8599,133,22859,8599,F,+/+,10390,Total Fat Mass,2019-09-16,eTRF,7826,1,10.39
8599,133,22859,8599,F,+/+,18240,Lean Mass,2019-09-16,eTRF,7826,1,18.24
8599,147,22859,8599,F,+/+,33400,Body Weight,2019-09-30,eTRF,7826,1,33.4
8599,147,22859,8599,F,+/+,12740,Total Fat Mass,2019-09-30,eTRF,7826,1,12.74
8599,147,22859,8599,F,+/+,18230,Lean Mass,2019-09-30,eTRF,7826,1,18.23
8599,140,22859,8599,F,+/+,32200,Body Weight,2019-09-23,eTRF,7826,1,32.2
8599,140,22859,8599,F,+/+,11110,Total Fat Mass,2019-09-23,eTRF,7826,1,11.11
8599,140,22859,8599,F,+/+,18250,Lean Mass,2019-09-23,eTRF,7826,1,18.25
8599,154,22859,8599,F,+/+,33000,Body Weight,2019-10-07,eTRF,7826,1,33
8599,154,22859,8599,F,+/+,12200,Total Fat Mass,2019-10-07,eTRF,7826,1,12.2
8599,154,22859,8599,F,+/+,18600,Lean Mass,2019-10-07,eTRF,7826,1,18.6
8599,161,22859,8599,F,+/+,11820,Total Fat Mass,2019-10-14,eTRF,7826,1,11.82
8599,161,22859,8599,F,+/+,18500,Lean Mass,2019-10-14,eTRF,7826,1,18.5
8599,161,22859,8599,F,+/+,32000,Body Weight,2019-10-14,eTRF,7826,1,32
8599,168,22859,8599,F,+/+,32200,Body Weight,2019-10-21,eTRF,7826,1,32.2
8599,168,22859,8599,F,+/+,12440,Total Fat Mass,2019-10-21,eTRF,7826,1,12.44
8599,168,22859,8599,F,+/+,18270,Lean Mass,2019-10-21,eTRF,7826,1,18.27
8599,175,22859,8599,F,+/+,31900,Body Weight,2019-10-28,eTRF,7826,1,31.9
8599,175,22859,8599,F,+/+,11310,Total Fat Mass,2019-10-28,eTRF,7826,1,11.31
8599,175,22859,8599,F,+/+,19470,Lean Mass,2019-10-28,eTRF,7826,1,19.47
8599,177,22859,8599,F,+/+,30600,Body Weight,2019-10-30,eTRF,7826,1,30.6
8601,21,22828,8601,M,+/+,10000,Body Weight,2019-05-30,AL,7827,1,10
8601,21,22828,8601,M,+/+,980,Total Fat Mass,2019-05-30,AL,7827,1,0.98
8601,21,22828,8601,M,+/+,8250,Lean Mass,2019-05-30,AL,7827,1,8.25
8601,21,22828,8601,M,+/+,400,Free Water,2019-05-30,AL,7827,1,0.4
8601,24,22828,8601,M,+/+,480,Total Fat Mass,2019-06-02,AL,7827,1,0.48
8601,24,22828,8601,M,+/+,9980,Lean Mass,2019-06-02,AL,7827,1,9.98
8601,24,22828,8601,M,+/+,0,Free Water,2019-06-02,AL,7827,1,0
8601,24,22828,8601,M,+/+,11900,Body Weight,2019-06-02,AL,7827,1,11.9
8601,32,22828,8601,M,+/+,1910,Total Fat Mass,2019-06-10,AL,7827,1,1.91
8601,32,22828,8601,M,+/+,16310,Lean Mass,2019-06-10,AL,7827,1,16.31
8601,32,22828,8601,M,+/+,580,Free Water,2019-06-10,AL,7827,1,0.58
8601,32,22828,8601,M,+/+,19600,Body Weight,2019-06-10,AL,7827,1,19.6
8601,39,22828,8601,M,+/+,23600,Body Weight,2019-06-17,AL,7827,1,23.6
8601,39,22828,8601,M,+/+,2740,Total Fat Mass,2019-06-17,AL,7827,1,2.74
8601,39,22828,8601,M,+/+,19210,Lean Mass,2019-06-17,AL,7827,1,19.21
8601,39,22828,8601,M,+/+,320,Free Water,2019-06-17,AL,7827,1,0.32
8601,46,22828,8601,M,+/+,25600,Body Weight,2019-06-24,AL,7827,1,25.6
8601,46,22828,8601,M,+/+,1650,Total Fat Mass,2019-06-24,AL,7827,1,1.65
8601,46,22828,8601,M,+/+,21490,Lean Mass,2019-06-24,AL,7827,1,21.49
8601,46,22828,8601,M,+/+,940,Free Water,2019-06-24,AL,7827,1,0.94
8601,53,22828,8601,M,+/+,27500,Body Weight,2019-07-01,AL,7827,1,27.5
8601,53,22828,8601,M,+/+,1280,Total Fat Mass,2019-07-01,AL,7827,1,1.28
8601,53,22828,8601,M,+/+,23980,Lean Mass,2019-07-01,AL,7827,1,23.98
8601,53,22828,8601,M,+/+,240,Free Water,2019-07-01,AL,7827,1,0.24
8601,60,22828,8601,M,+/+,28300,Body Weight,2019-07-08,AL,7827,1,28.3
8601,60,22828,8601,M,+/+,1460,Total Fat Mass,2019-07-08,AL,7827,1,1.46
8601,60,22828,8601,M,+/+,24830,Lean Mass,2019-07-08,AL,7827,1,24.83
8601,60,22828,8601,M,+/+,260,Free Water,2019-07-08,AL,7827,1,0.26
8601,67,22828,8601,M,+/+,29200,Body Weight,2019-07-15,AL,7827,1,29.2
8601,67,22828,8601,M,+/+,1200,Total Fat Mass,2019-07-15,AL,7827,1,1.2
8601,67,22828,8601,M,+/+,26130,Lean Mass,2019-07-15,AL,7827,1,26.13
8601,67,22828,8601,M,+/+,560,Free Water,2019-07-15,AL,7827,1,0.56
8601,74,22828,8601,M,+/+,33400,Body Weight,2019-07-22,AL,7827,1,33.4
8601,81,22828,8601,M,+/+,35500,Body Weight,2019-07-29,AL,7827,1,35.5
8601,81,22828,8601,M,+/+,6420,Total Fat Mass,2019-07-29,AL,7827,1,6.42
8601,81,22828,8601,M,+/+,26350,Lean Mass,2019-07-29,AL,7827,1,26.35
8601,81,22828,8601,M,+/+,680,Free Water,2019-07-29,AL,7827,1,0.68
8601,74,22828,8601,M,+/+,4380,Total Fat Mass,2019-07-22,AL,7827,1,4.38
8601,74,22828,8601,M,+/+,26710,Lean Mass,2019-07-22,AL,7827,1,26.71
8601,74,22828,8601,M,+/+,150,Free Water,2019-07-22,AL,7827,1,0.15
8601,88,22828,8601,M,+/+,36900,Body Weight,2019-08-05,AL,7827,1,36.9
8601,88,22828,8601,M,+/+,8180,Total Fat Mass,2019-08-05,AL,7827,1,8.18
8601,88,22828,8601,M,+/+,26100,Lean Mass,2019-08-05,AL,7827,1,26.1
8601,88,22828,8601,M,+/+,460,Free Water,2019-08-05,AL,7827,1,0.46
8601,95,22828,8601,M,+/+,39100,Body Weight,2019-08-12,AL,7827,1,39.1
8601,95,22828,8601,M,+/+,9790,Total Fat Mass,2019-08-12,AL,7827,1,9.79
8601,95,22828,8601,M,+/+,26580,Lean Mass,2019-08-12,AL,7827,1,26.58
8601,95,22828,8601,M,+/+,460,Free Water,2019-08-12,AL,7827,1,0.46
8601,102,22828,8601,M,+/+,42100,Body Weight,2019-08-19,AL,7827,1,42.1
8601,102,22828,8601,M,+/+,11730,Total Fat Mass,2019-08-19,AL,7827,1,11.73
8601,102,22828,8601,M,+/+,27410,Lean Mass,2019-08-19,AL,7827,1,27.41
8601,102,22828,8601,M,+/+,190,Free Water,2019-08-19,AL,7827,1,0.19
8601,109,22828,8601,M,+/+,43300,Body Weight,2019-08-26,AL,7827,1,43.3
8601,109,22828,8601,M,+/+,12890,Total Fat Mass,2019-08-26,AL,7827,1,12.89
8601,109,22828,8601,M,+/+,27580,Lean Mass,2019-08-26,AL,7827,1,27.58
8601,117,22828,8601,M,+/+,45500,Body Weight,2019-09-03,AL,7827,1,45.5
8601,117,22828,8601,M,+/+,14400,Total Fat Mass,2019-09-03,AL,7827,1,14.4
8601,117,22828,8601,M,+/+,28300,Lean Mass,2019-09-03,AL,7827,1,28.3
8601,125,22828,8601,M,+/+,46300,Body Weight,2019-09-11,AL,7827,1,46.3
8601,125,22828,8601,M,+/+,14230,Total Fat Mass,2019-09-11,AL,7827,1,14.23
8601,125,22828,8601,M,+/+,28600,Lean Mass,2019-09-11,AL,7827,1,28.6
8601,130,22828,8601,M,+/+,47000,Body Weight,2019-09-16,AL,7827,1,47
8601,130,22828,8601,M,+/+,15090,Total Fat Mass,2019-09-16,AL,7827,1,15.09
8601,130,22828,8601,M,+/+,28410,Lean Mass,2019-09-16,AL,7827,1,28.41
8601,144,22828,8601,M,+/+,46900,Body Weight,2019-09-30,AL,7827,1,46.9
8601,144,22828,8601,M,+/+,14960,Total Fat Mass,2019-09-30,AL,7827,1,14.96
8601,144,22828,8601,M,+/+,28870,Lean Mass,2019-09-30,AL,7827,1,28.87
8601,137,22828,8601,M,+/+,49100,Body Weight,2019-09-23,AL,7827,1,49.1
8601,137,22828,8601,M,+/+,15750,Total Fat Mass,2019-09-23,AL,7827,1,15.75
8601,137,22828,8601,M,+/+,29840,Lean Mass,2019-09-23,AL,7827,1,29.84
8601,151,22828,8601,M,+/+,48600,Body Weight,2019-10-07,AL,7827,1,48.6
8601,151,22828,8601,M,+/+,16080,Total Fat Mass,2019-10-07,AL,7827,1,16.08
8601,151,22828,8601,M,+/+,28980,Lean Mass,2019-10-07,AL,7827,1,28.98
8601,158,22828,8601,M,+/+,15650,Total Fat Mass,2019-10-14,AL,7827,1,15.65
8601,158,22828,8601,M,+/+,29930,Lean Mass,2019-10-14,AL,7827,1,29.93
8601,158,22828,8601,M,+/+,48100,Body Weight,2019-10-14,AL,7827,1,48.1
8601,165,22828,8601,M,+/+,48900,Body Weight,2019-10-21,AL,7827,1,48.9
8601,165,22828,8601,M,+/+,16370,Total Fat Mass,2019-10-21,AL,7827,1,16.37
