cage,# in cage,week,IDs,start,end,date,notes,diet,cohort,food.consumed,kcals.consumed,food.cumulative,treatment,sex
2033,5,17,"8686, 8747, 8748, 8750, 8745",329.3,244.8,10/7-10/14,NA,HFD,1,2.414285714285714,11.419571428571428,NA,eTRF,female
2033,5,14,"8686, 8747, 8748, 8750, 8745",298.3,120.9,9/16-9/23,chewer,HFD,1,5.068571428571429,23.97434285714286,NA,eTRF,female
2033,5,15,"8686, 8747, 8748, 8750, 8745",353.5,259.7,9/23-9/30,NA,HFD,1,2.68,12.676400000000003,NA,eTRF,female
2033,5,21,"8686, 8747, 8748, 8750, 8745",319.9,297.3,11/4-11/7,NA,HFD,1,0.6457142857142848,3.0542285714285673,NA,eTRF,female
2033,5,7,"8686, 8747, 8748, 8750, 8745",272.9,47.9,7/29-8/5,chewer,HFD,1,6.428571428571428,30.40714285714286,134.10542857142858,eTRF,female
2033,5,11,"8686, 8747, 8748, 8750, 8745",315.3,90.1,8/26-9/3,NA,HFD,1,6.434285714285715,30.434171428571435,237.43565714285717,eTRF,female
2033,5,4,"8686, 8747, 8748, 8750, 8745",369.9,345.9,7/8-7/15,NA,NCD,1,0.6857142857142857,1.9954285714285716,48.646885714285716,eTRF,female
2033,5,18,"8686, 8747, 8748, 8750, 8745",330.2,249.7,10/14-10/21,NA,HFD,1,2.3000000000000003,10.879000000000003,NA,eTRF,female
2033,5,2,"8686, 8747, 8748, 8750, 8745",300.2,123.7,6/24-7/1,NA,NCD,1,5.042857142857143,14.674714285714286,25.94057142857143,eTRF,female
2033,5,20,"8686, 8747, 8748, 8750, 8745",401.9,319.9,10/28-11/4,NA,HFD,1,2.3428571428571425,11.081714285714286,NA,eTRF,female
2033,5,8,"8686, 8747, 8748, 8750, 8745",292.2,33.9,8/5-8/12,chewer,HFD,1,7.380000000000001,34.90740000000001,169.01282857142857,eTRF,female
2033,5,6,"8686, 8747, 8748, 8750, 8745",351,106,7/22-7/29,chewer,HFD,1,7,33.11,103.69828571428572,eTRF,female
2033,5,19,"8686, 8747, 8748, 8750, 8745",299.1,219.1,10/21-10/28,NA,HFD,1,2.285714285714287,10.811428571428578,NA,eTRF,female
2033,5,16,"8686, 8747, 8748, 8750, 8745",312.5,270.3,9/30-10/7,NA,HFD,1,1.2057142857142853,5.70302857142857,NA,eTRF,female
2033,5,1,"8686, 8747, 8748, 8750, 8745",387,251.5,6/17-6/24,NA,NCD,1,3.8714285714285714,11.265857142857143,11.265857142857143,eTRF,female
2033,5,13,"8686, 8747, 8748, 8750, 8745",332.8,226.1,9/9-9/16,chewer,HFD,1,3.048571428571429,14.419742857142861,NA,eTRF,female
2033,5,9,"8686, 8747, 8748, 8750, 8745",328.2,223.7,8/12-8/19,NA,HFD,1,2.9857142857142853,14.122428571428571,183.13525714285714,eTRF,female
2033,5,12,"8686, 8747, 8748, 8750, 8745",NA,266.8,9/3-9/9,NA,HFD,1,NA,NA,NA,eTRF,female
2033,5,10,"8686, 8747, 8748, 8750, 8745",223.7,47.1,8/19-8/26,chewer,HFD,1,5.045714285714285,23.86622857142857,207.00148571428574,eTRF,female
2033,5,3,"8686, 8747, 8748, 8750, 8745",350.5,101.4,7/1-7/8,NA,NCD,1,7.117142857142857,20.710885714285716,46.65145714285715,eTRF,female
2037,2,13,"8678, 8670, 8669, 8677",269.6,188,8/26-9/3,NA,HFD,1,5.82857142857143,27.569142857142868,386.98975,AL,male
2037,2,14,"8678, 8670, 8669, 8677",321.5,280.5,9/3-9/9,NA,HFD,1,2.9285714285714284,13.852142857142857,400.84189285714285,AL,male
2037,2,11,"8678, 8670, 8669, 8677",268.7,78.5,8/12-8/19,chewer,HFD,1,13.585714285714285,64.26042857142858,306.47839285714286,AL,male
2037,2,10,"8678, 8670, 8669, 8677",259.7,58.4,8/5-8/12,chewer,HFD,1,14.378571428571428,68.01064285714286,242.2179642857143,AL,male
2037,2,18,"8678, 8670, 8669, 8677",250.4,209.4,9/30-10/7,NA,HFD,1,2.9285714285714284,13.852142857142857,459.7979642857143,AL,male
2037,4,4,"8678, 8670, 8669, 8677",319.3,185.1,6/24-7/1,NA,NCD,1,4.792857142857144,13.947214285714288,37.91314285714286,AL,male
2037,2,12,"8678, 8670, 8669, 8677",260.5,103.8,8/19-8/26,NA,HFD,1,11.192857142857141,52.942214285714286,359.42060714285714,AL,male
2037,2,16,"8678, 8670, 8669, 8677",234.9,192.5,9/16-9/23,NA,HFD,1,3.028571428571429,14.32514285714286,430.57332142857143,AL,male
2037,2,19,"8678, 8670, 8669, 8677",292.7,250.5,10/7-10/14,NA,HFD,1,3.0142857142857133,14.257571428571426,474.0555357142857,AL,male
2037,2,15,"8678, 8670, 8669, 8677",280.5,234.9,9/9-9/16,NA,HFD,1,3.2571428571428567,15.406285714285714,416.2481785714286,AL,male
2037,4,5,"8678, 8670, 8669, 8677",393.7,214.2,7/1-7/8,chewer,NCD,1,6.410714285714286,18.65517857142857,56.56832142857143,AL,male
2037,4,3,"8678, 8670, 8669, 8677",373.9,256.5,6/17-6/24,NA,NCD,1,4.192857142857142,12.201214285714284,23.96592857142857,AL,male
2037,2,17,"8678, 8670, 8669, 8677",295.9,250.4,9/23-9/30,NA,HFD,1,3.249999999999998,15.372499999999992,445.94582142857143,AL,male
2037,4,9,"8678, 8670, 8669, 8677",405.8,137.3,7/29-8/5,"Got separated on Wednesday, omit",HFD,1,9.589285714285714,45.35732142857143,174.20732142857142,AL,male
2037,4,2,"8678, 8670, 8669, 8677",339.5,255.7,6/10-6/17,NA,NCD,1,2.9928571428571433,8.709214285714287,11.764714285714284,AL,male
2037,4,8,"8678, 8670, 8669, 8677",286.4,68,7/22-7/29,chewer,HFD,1,7.799999999999999,36.894,128.85,AL,male
2037,2,20,"8678, 8670, 8669, 8677",250.5,211.1,10/14-10/21,NA,HFD,1,2.8142857142857145,13.311571428571431,487.36710714285715,AL,male
2037,4,1,"8678, 8670, 8669, 8677",368.9,339.5,6/7-6/10,NA,NCD,1,1.0499999999999992,3.0554999999999977,3.0554999999999977,AL,male
2037,2,22,"8678, 8670, 8669, 8677",205,165,10/28-11/4,NA,HFD,1,2.857142857142857,13.514285714285716,513.3821071428572,AL,male
2037,4,6,"8678, 8670, 8669, 8677",393.2,236,7/8-7/15,NA,NCD,1,5.614285714285714,16.33757142857143,72.90589285714286,AL,male
2037,2,23,"8678, 8670, 8669, 8677",165,152.7,11/4-11/7,NA,HFD,1,0.8785714285714293,4.155642857142861,517.53775,AL,male
2037,4,7,"8678, 8670, 8669, 8677",404.7,221.4,7/15-7/22,chewer,NCD,1,6.546428571428571,19.050107142857144,91.956,AL,male
2037,2,21,"8678, 8670, 8669, 8677",211.1,174.1,10/21-10/28,NA,HFD,1,2.642857142857143,12.500714285714286,499.86782142857146,AL,male
2038,3,11,"8679, 8680, 8672",256.6,115.9,8/12-8/19,chewer,HFD,1,6.700000000000001,31.69100000000001,NA,AL,female
2038,3,14,"8679, 8680, 8672",347.7,294.4,9/3-9/9,NA,HFD,1,2.5380952380952384,12.005190476190478,NA,AL,female
2038,3,15,"8679, 8680, 8672",294.4,222.5,9/9-9/16,chewer,HFD,1,3.4238095238095227,16.194619047619042,NA,AL,female
2038,3,12,"8679, 8680, 8672",293.4,110.6,8/19-8/26,chewer,HFD,1,8.704761904761904,41.17352380952381,NA,AL,female
2038,3,4,"8679, 8680, 8672",313.7,233.6,6/24-7/1,NA,NCD,1,3.814285714285714,11.099571428571428,NA,AL,female
2038,3,6,"8679, 8680, 8672",305.2,193.8,7/8-7/15,NA,NCD,1,5.304761904761904,15.436857142857141,NA,AL,female
2038,3,17,"8679, 8680, 8672",330.2,282.5,9/23-9/30,NA,HFD,1,2.271428571428571,10.743857142857141,NA,AL,female
2038,3,10,"8679, 8680, 8672",212.8,46.5,8/5-8/12,chewer,HFD,1,7.919047619047619,37.45709523809524,NA,AL,female
2038,3,13,"8679, 8680, 8672",301.5,164.5,8/26-9/3,NA,HFD,1,6.523809523809524,30.85761904761905,NA,AL,female
2038,3,23,"8679, 8680, 8672",211.9,197.4,11/4-11/7,NA,HFD,1,0.6904761904761905,3.265952380952381,NA,AL,female
2038,3,18,"8679, 8680, 8672",282.5,227.9,9/30-10/7,NA,HFD,1,2.6,12.298000000000002,NA,AL,female
2038,3,19,"8679, 8680, 8672",310.6,254.4,10/7-10/14,NA,HFD,1,2.676190476190477,12.658380952380957,NA,AL,female
2038,3,20,"8679, 8680, 8672",313.1,263.7,10/14-10/21,NA,HFD,1,2.3523809523809542,11.126761904761915,NA,AL,female
2038,3,22,"8679, 8680, 8672",268.6,211.9,10/28-11/4,NA,HFD,1,2.7000000000000006,12.771000000000004,NA,AL,female
2038,3,3,"8679, 8680, 8672",392.7,313.7,6/17-6/24,NA,NCD,1,3.761904761904762,10.947142857142858,NA,AL,female
2038,3,16,"8679, 8680, 8672",320,229,9/16-9/23,chewer,HFD,1,4.333333333333333,20.496666666666666,NA,AL,female
2038,3,8,"8679, 8680, 8672",304.1,62.6,7/22-7/29,chewer,HFD,1,11.500000000000002,54.39500000000001,NA,AL,female
2038,3,9,"8679, 8680, 8672",266.6,92.4,7/29-8/5,chewer,HFD,1,8.295238095238096,39.236476190476196,NA,AL,female
2038,4,1,"8679, 8680, 8671, 8672",355.1,NA,6/7-6/10,NA,NCD,1,NA,NA,NA,AL,female
2038,3,5,"8679, 8680, 8672",392.8,305.2,7/1-7/8,NA,NCD,1,4.171428571428573,12.138857142857146,NA,AL,female
2038,3,21,"8679, 8680, 8672",263.7,219.5,10/21-10/28,NA,HFD,1,2.104761904761904,9.955523809523807,NA,AL,female
2038,3,7,"8679, 8680, 8672",241.4,83.4,7/15-7/22,chewer,HFD,1,7.523809523809524,35.58761904761905,NA,AL,female
2038,3,2,"8679, 8680, 8671, 8672",NA,291.7,6/10-6/17,NA,NCD,1,NA,NA,NA,AL,female
fa-1,4,11,NA,356.5,280.3,11/25-12/2,NA,HFD,2,2.721428571428571,12.872357142857142,116.82535714285714,AL,female
fa-1,4,9,NA,363.7,265.2,11/11-11/18,NA,HFD,2,3.517857142857143,16.639464285714286,92.06042857142859,AL,female
fa-1,4,7,NA,318.3,226.7,10/28-11/4,NA,NCD,2,3.2714285714285722,9.519857142857147,65.6205,AL,female
fa-1,4,3,NA,337.8,241.6,9/30-10/7,NA,NCD,2,3.4357142857142864,9.997928571428574,25.556035714285716,AL,female
fa-1,4,10,NA,348.7,278.3,11/18-11/25,NA,HFD,2,2.5142857142857133,11.892571428571426,103.953,AL,female
fa-1,4,12,NA,332.5,260.5,12/2-12/9,NA,HFD,2,2.5714285714285716,12.162857142857145,128.9882142857143,AL,female
fa-1,4,6,NA,368.6,281.7,10/21-10/28,NA,NCD,2,3.10357142857143,9.031392857142862,56.10064285714286,AL,female
fa-1,4,NA,NA,316.5,185.4,12/23-1/4,NA,HFD,2,4.682142857142857,22.146535714285715,173.99078571428572,AL,female
fa-1,4,14,NA,328.1,254.6,12/16-12/23,NA,HFD,2,2.625000000000001,12.416250000000005,151.84425000000002,AL,female
fa-1,4,8,NA,345.8,251.5,11/4-11/11,NA,NCD,2,3.3678571428571433,9.800464285714288,75.42096428571429,AL,female
fa-1,4,16,NA,308.3,222.1,1/4-1/12,NA,HFD,2,3.078571428571429,14.56164285714286,188.55242857142858,AL,female
fa-1,4,2,NA,325.5,234.2,9/23-9/30,NA,NCD,2,3.260714285714286,9.488678571428574,15.558107142857143,AL,female
fa-1,4,5,NA,381.9,269.6,10/14-10/21,NA,NCD,2,4.010714285714284,11.671178571428568,47.06925,AL,female
fa-1,4,13,NA,322.9,261.1,12/9-12/16,NA,HFD,2,2.2071428571428555,10.439785714285707,139.428,AL,female
fa-1,4,4,NA,384.5,289.8,10/7-10/14,NA,NCD,2,3.3821428571428567,9.842035714285714,35.398071428571434,AL,female
fa-1,4,19,NA,278.7,208.9,1/26-2/2,NA,HFD,2,2.4928571428571424,11.791214285714284,224.2977142857143,AL,female
fa-1,4,18,NA,268.8,197.1,1/19-1/26,NA,HFD,2,2.5607142857142864,12.112178571428576,212.50650000000002,AL,female
fa-1,4,17,NA,338.9,268.8,1/12-1/19,NA,HFD,2,2.5035714285714272,11.841892857142852,200.39432142857143,AL,female
fa-1,4,20,NA,309.8,232.8,2/2-2/9,NA,HFD,2,2.75,13.0075,237.3052142857143,AL,female
fa-1,4,1,NA,383.9,325.5,9/15-9/23,NA,NCD,2,2.085714285714285,6.06942857142857,6.06942857142857,AL,female
fa-2,4,5,NA,369.1,272.8,10/14-10/21,NA,NCD,2,3.4392857142857145,10.00832142857143,41.12453571428572,AL,female
fa-2,4,NA,NA,327.7,207.5,12/23-1/4,NA,HFD,2,4.292857142857143,20.305214285714285,154.41689285714287,AL,female
fa-2,4,10,NA,358.8,296.4,11/18-11/25,NA,HFD,2,2.22857142857143,10.541142857142864,89.29492857142858,AL,female
fa-2,4,9,NA,372,300.1,11/11-11/18,NA,HFD,2,2.567857142857142,12.145964285714284,78.75378571428571,AL,female
fa-2,4,16,NA,334.1,254.6,1/4-1/12,NA,HFD,2,2.8392857142857153,13.429821428571435,167.8467142857143,AL,female
fa-2,4,6,NA,337.7,259.5,10/21-10/28,NA,NCD,2,2.7928571428571423,8.127214285714285,49.25175,AL,female
fa-2,4,3,NA,334.3,243.9,9/30-10/7,NA,NCD,2,3.2285714285714286,9.395142857142858,21.835392857142857,AL,female
fa-2,4,1,NA,403.9,361.5,9/15-9/23,NA,NCD,2,1.5142857142857136,4.406571428571427,4.406571428571427,AL,female
fa-2,4,7,NA,327.8,239.4,10/28-11/4,NA,NCD,2,3.1571428571428575,9.187285714285716,58.43903571428572,AL,female
fa-2,4,11,NA,382.2,320.4,11/25-12/2,NA,HFD,2,2.2071428571428577,10.439785714285717,99.73471428571429,AL,female
fa-2,4,13,NA,308.4,235.1,12/9-12/16,NA,HFD,2,2.6178571428571424,12.382464285714285,123.41850000000001,AL,female
fa-2,4,17,NA,340.3,264.8,1/12-1/19,NA,HFD,2,2.6964285714285716,12.754107142857144,180.60082142857144,AL,female
fa-2,4,19,NA,296.1,234.6,1/26-2/2,NA,HFD,2,2.1964285714285725,10.38910714285715,204.0312142857143,AL,female
fa-2,4,4,NA,380.5,291.2,10/7-10/14,NA,NCD,2,3.1892857142857145,9.28082142857143,31.11621428571429,AL,female
fa-2,4,2,NA,361.5,284.2,9/23-9/30,NA,NCD,2,2.760714285714286,8.033678571428574,12.44025,AL,female
fa-2,4,8,NA,349.7,271.1,11/4-11/11,NA,NCD,2,2.807142857142856,8.168785714285711,66.60782142857143,AL,female
fa-2,4,12,NA,320.4,253.5,12/2-12/9,NA,HFD,2,2.3892857142857133,11.301321428571425,111.03603571428572,AL,female
fa-2,4,14,NA,323.2,259.9,12/16-12/23,NA,HFD,2,2.260714285714286,10.693178571428575,134.11167857142857,AL,female
fa-2,4,18,NA,321.2,244,1/19-1/26,NA,HFD,2,2.7571428571428567,13.041285714285713,193.64210714285716,AL,female
fa-2,4,20,NA,314,242.6,2/2-2/9,NA,HFD,2,2.5500000000000003,12.061500000000002,216.09271428571432,AL,female
fe-1,4,18,NA,297.1,217.7,1/19-1/26,NA,HFD,2,2.8357142857142867,13.412928571428578,216.48382142857145,eTRF,female
fe-1,4,14,NA,318.1,248.2,12/16-12/23,NA,HFD,2,2.4964285714285728,11.80810714285715,156.88582142857143,eTRF,female
fe-1,4,16,NA,322.8,245.3,1/4-1/12,NA,HFD,2,2.767857142857143,13.091964285714287,190.60396428571428,eTRF,female
fe-1,4,NA,NA,321.6,199.5,12/23-1/4,NA,HFD,2,4.360714285714287,20.62617857142858,177.512,eTRF,female
fe-1,4,17,NA,299.6,225.8,1/12-1/19,NA,HFD,2,2.635714285714286,12.466928571428575,203.07089285714287,eTRF,female
fe-1,4,2,NA,329.2,242.1,9/23-9/30,NA,NCD,2,3.1107142857142853,9.05217857142857,33.99503571428571,eTRF,female
fe-1,4,19,NA,286.9,220.7,1/26-2/2,NA,HFD,2,2.364285714285714,11.183071428571427,227.66689285714287,eTRF,female
fe-1,1,1,NA,340.8,280.8,9/15-9/23,NA,NCD,2,8.571428571428571,24.942857142857143,24.942857142857143,eTRF,female
fe-1,4,3,NA,344.9,256.9,9/30-10/7,NA,NCD,2,3.142857142857143,9.145714285714286,43.14075,eTRF,female
fe-1,4,5,NA,375.3,283.3,10/14-10/21,NA,NCD,2,3.2857142857142856,9.561428571428571,61.34903571428571,eTRF,female
fe-1,4,7,NA,360.5,274.2,10/28-11/4,NA,NCD,2,3.0821428571428577,8.969035714285717,77.96721428571429,eTRF,female
fe-1,4,20,NA,310.6,238.8,2/2-2/9,NA,HFD,2,2.5642857142857145,12.12907142857143,239.7959642857143,eTRF,female
fe-1,4,6,NA,370.3,296.7,10/21-10/28,NA,NCD,2,2.6285714285714294,7.64914285714286,68.99817857142857,eTRF,female
fe-1,4,8,NA,363.8,282.9,11/4-11/11,NA,NCD,2,2.8892857142857156,8.407821428571433,86.37503571428572,eTRF,female
fe-1,4,12,NA,331.2,266.1,12/2-12/9,NA,HFD,2,2.324999999999999,10.997249999999996,133.523,eTRF,female
fe-1,4,4,NA,344.9,261.7,10/7-10/14,NA,NCD,2,2.971428571428571,8.646857142857142,51.78760714285714,eTRF,female
fe-1,4,9,NA,371.9,297.5,11/11-11/18,NA,HFD,2,2.657142857142856,12.568285714285711,98.94332142857144,eTRF,female
fe-1,4,13,NA,312.9,244.5,12/9-12/16,NA,HFD,2,2.442857142857142,11.554714285714283,145.07771428571428,eTRF,female
fe-1,4,11,NA,344.8,272.1,11/25-12/2,NA,HFD,2,2.596428571428571,12.281107142857142,122.52575,eTRF,female
fe-1,4,10,NA,342.9,276,11/18-11/25,NA,HFD,2,2.3892857142857133,11.301321428571425,110.24464285714286,eTRF,female
ma-1,4,17,NA,299.9,221.5,1/12-1/19,NA,HFD,2,2.7999999999999994,13.243999999999998,204.18714285714287,AL,male
ma-1,4,19,NA,289.8,214.7,1/26-2/2,NA,HFD,2,2.682142857142858,12.686535714285718,229.54332142857143,AL,male
ma-1,4,16,NA,333.2,248,1/4-1/12,NA,HFD,2,3.0428571428571423,14.392714285714284,190.94314285714287,AL,male
ma-1,4,18,NA,304.2,229.2,1/19-1/26,NA,HFD,2,2.6785714285714284,12.669642857142858,216.85678571428573,AL,male
ma-1,4,NA,NA,318.4,190.6,12/23-1/4,NA,HFD,2,4.564285714285714,21.58907142857143,176.5504285714286,AL,male
ma-1,4,13,NA,355.3,283.9,12/9-12/16,NA,HFD,2,2.550000000000001,12.061500000000006,143.64314285714286,AL,male
ma-1,4,8,NA,347.5,250.8,11/4-11/11,NA,NCD,2,3.4535714285714283,10.049892857142856,81.37607142857144,AL,male
ma-1,4,7,NA,332.8,234.2,10/28-11/4,NA,NCD,2,3.5214285714285722,10.247357142857146,71.32617857142858,AL,male
ma-1,4,20,NA,309.8,236.5,2/2-2/9,NA,HFD,2,2.6178571428571433,12.382464285714288,241.92578571428572,AL,male
ma-1,4,12,NA,349.4,278.9,12/2-12/9,NA,HFD,2,2.517857142857143,11.909464285714286,131.58164285714287,AL,male
ma-1,4,11,NA,328,255.8,11/25-12/2,NA,HFD,2,2.5785714285714283,12.196642857142857,119.67217857142857,AL,male
ma-1,4,14,NA,336.1,269.1,12/16-12/23,NA,HFD,2,2.392857142857143,11.318214285714287,154.96135714285717,AL,male
ma-1,4,3,NA,336.7,230.5,9/30-10/7,NA,NCD,2,3.7928571428571423,11.037214285714285,28.23739285714286,AL,male
ma-1,4,1,NA,360.6,295.3,9/15-9/23,NA,NCD,2,2.3321428571428577,6.786535714285717,6.786535714285717,AL,male
ma-1,4,5,NA,335.4,215.1,10/14-10/21,NA,NCD,2,4.296428571428571,12.502607142857142,51.56935714285715,AL,male
ma-1,4,4,NA,321.3,217.1,10/7-10/14,NA,NCD,2,3.721428571428572,10.829357142857145,39.066750000000006,AL,male
ma-1,4,6,NA,360.2,268.7,10/21-10/28,NA,NCD,2,3.267857142857143,9.509464285714285,61.07882142857143,AL,male
ma-1,4,10,NA,393.7,328,11/18-11/25,NA,HFD,2,2.346428571428571,11.098607142857142,107.47553571428573,AL,male
ma-1,4,9,NA,401.2,312.4,11/11-11/18,NA,HFD,2,3.1714285714285717,15.000857142857145,96.37692857142858,AL,male
ma-1,4,2,NA,295.3,195.1,9/23-9/30,NA,NCD,2,3.578571428571429,10.41364285714286,17.200178571428577,AL,male
ma-2,4,NA,NA,347.6,206.8,12/23-1/4,NA,HFD,2,5.028571428571429,23.785142857142862,194.20807142857146,AL,male
ma-2,4,17,NA,310.6,223.9,1/12-1/19,NA,HFD,2,3.096428571428572,14.646107142857147,225.62878571428575,AL,male
ma-2,4,18,NA,298.4,222.2,1/19-1/26,NA,HFD,2,2.721428571428571,12.872357142857142,238.5011428571429,AL,male
ma-2,4,13,NA,324.1,245.7,12/9-12/16,NA,HFD,2,2.800000000000001,13.244000000000007,156.95932142857146,AL,male
ma-2,4,16,NA,322.7,223.4,1/4-1/12,NA,HFD,2,3.546428571428571,16.774607142857143,210.9826785714286,AL,male
ma-2,4,14,NA,320.9,241.2,12/16-12/23,NA,HFD,2,2.846428571428571,13.463607142857143,170.4229285714286,AL,male
ma-2,4,8,NA,361.1,261.8,11/4-11/11,NA,NCD,2,3.5464285714285717,10.320107142857145,83.61053571428572,AL,male
ma-2,4,7,NA,346.5,241.5,10/28-11/4,NA,NCD,2,3.75,10.912500000000001,73.29042857142858,AL,male
ma-2,4,5,NA,362.9,237.5,10/14-10/21,NA,NCD,2,4.478571428571428,13.032642857142855,52.07860714285714,AL,male
ma-2,4,19,NA,288.3,205.6,1/26-2/2,NA,HFD,2,2.953571428571429,13.970392857142862,252.47153571428575,AL,male
ma-2,4,4,NA,351.7,237,10/7-10/14,NA,NCD,2,4.096428571428571,11.920607142857142,39.045964285714284,AL,male
ma-2,4,3,NA,323.7,209.9,9/30-10/7,NA,NCD,2,4.064285714285714,11.82707142857143,27.125357142857144,AL,male
ma-2,4,20,NA,276.4,200.9,2/2-2/9,NA,HFD,2,2.6964285714285703,12.754107142857139,265.2256428571429,AL,male
ma-2,4,1,NA,391.5,346.2,9/15-9/23,NA,NCD,2,1.6178571428571433,4.707964285714287,4.707964285714287,AL,male
ma-2,4,10,NA,383.6,300.4,11/18-11/25,NA,HFD,2,2.971428571428573,14.05485714285715,113.9332142857143,AL,male
ma-2,4,6,NA,363.3,264.2,10/21-10/28,NA,NCD,2,3.539285714285715,10.299321428571432,62.37792857142857,AL,male
ma-2,4,11,NA,300.4,207.2,11/25-12/2,NA,HFD,2,3.3285714285714283,15.744142857142858,129.67735714285715,AL,male
ma-2,4,9,NA,392.2,295.9,11/11-11/18,NA,HFD,2,3.4392857142857145,16.26782142857143,99.87835714285715,AL,male
ma-2,4,12,NA,331.1,248,12/2-12/9,NA,HFD,2,2.967857142857144,14.037964285714292,143.71532142857146,AL,male
ma-2,4,2,NA,346.2,244.3,9/23-9/30,NA,NCD,2,3.6392857142857133,10.590321428571427,15.298285714285715,AL,male
me-1,2,1,NA,359.1,310.1,9/15-9/23,NA,NCD,2,3.5,10.185,10.185,eTRF,male
me-1,2,3,NA,309.1,250.3,9/30-10/7,NA,NCD,2,4.200000000000001,12.222000000000003,32.986928571428585,eTRF,male
me-1,2,7,NA,281.7,230.6,10/28-11/4,NA,NCD,2,3.6499999999999995,10.6215,78.0919285714286,eTRF,male
me-1,2,2,NA,310.1,259.2,9/23-9/30,NA,NCD,2,3.6357142857142883,10.57992857142858,20.76492857142858,eTRF,male
me-1,2,9,NA,362.5,306.9,11/11-11/18,NA,HFD,2,3.971428571428573,18.784857142857152,107.56064285714288,eTRF,male
me-1,2,13,NA,330,292.5,12/9-12/16,NA,HFD,2,2.6785714285714284,12.669642857142858,162.9016428571429,eTRF,male
me-1,2,19,NA,273.9,237.1,1/26-2/2,NA,HFD,2,2.6285714285714272,12.433142857142851,251.65671428571432,eTRF,male
me-1,2,10,NA,367.5,321.8,11/18-11/25,NA,HFD,2,3.2642857142857133,15.440071428571425,123.00071428571431,eTRF,male
me-1,2,4,NA,353.2,298.4,10/7-10/14,NA,NCD,2,3.914285714285715,11.390571428571432,44.37750000000001,eTRF,male
me-1,2,8,NA,342.7,291.3,11/4-11/11,NA,NCD,2,3.67142857142857,10.68385714285714,88.77578571428573,eTRF,male
me-1,2,18,NA,315.2,273.8,1/19-1/26,NA,HFD,2,2.9571428571428555,13.987285714285708,239.22357142857146,eTRF,male
me-1,2,5,NA,392.8,329.2,10/14-10/21,NA,NCD,2,4.5428571428571445,13.219714285714291,57.59721428571431,eTRF,male
me-1,2,14,NA,292.5,253.4,12/16-12/23,NA,HFD,2,2.7928571428571423,13.210214285714285,176.11185714285716,eTRF,male
me-1,2,20,NA,337.1,298.5,2/2-2/9,NA,HFD,2,2.757142857142859,13.041285714285724,264.69800000000004,eTRF,male
me-1,2,11,NA,321.8,280.2,11/25-12/2,NA,HFD,2,2.971428571428573,14.05485714285715,137.05557142857145,eTRF,male
me-1,2,NA,NA,253.4,194.1,12/23-1/4,NA,HFD,2,4.235714285714287,20.034928571428576,196.14678571428576,eTRF,male
me-1,2,17,NA,267.5,228.5,1/12-1/19,NA,HFD,2,2.7857142857142856,13.176428571428572,225.23628571428577,eTRF,male
me-1,2,12,NA,369,330,12/2-12/9,NA,HFD,2,2.7857142857142856,13.176428571428572,150.23200000000003,eTRF,male
me-1,2,6,NA,329.2,281.7,10/21-10/28,NA,NCD,2,3.392857142857143,9.873214285714287,67.4704285714286,eTRF,male
me-1,2,16,NA,314.6,267.5,1/4-1/12,NA,HFD,2,3.364285714285716,15.913071428571438,212.0598571428572,eTRF,male
me-2,2,13,NA,293.2,253.6,12/9-12/16,NA,HFD,2,2.8285714285714283,13.379142857142858,167.4147142857143,eTRF,male
me-2,2,11,NA,291.9,251.7,11/25-12/2,NA,HFD,2,2.8714285714285706,13.58185714285714,139.81178571428572,eTRF,male
me-2,2,14,NA,253.6,216.1,12/16-12/23,NA,HFD,2,2.6785714285714284,12.669642857142858,180.08435714285716,eTRF,male
me-2,2,7,NA,318.3,256.3,10/28-11/4,NA,NCD,2,4.428571428571429,12.887142857142859,81.81257142857142,eTRF,male
me-2,2,9,NA,389.1,335.6,11/11-11/18,NA,HFD,2,3.8214285714285716,18.075357142857147,111.46557142857142,eTRF,male
me-2,2,5,NA,360.6,292,10/14-10/21,NA,NCD,2,4.900000000000001,14.259000000000004,57.36857142857142,eTRF,male
me-2,2,8,NA,345.2,289.5,11/4-11/11,NA,NCD,2,3.9785714285714278,11.577642857142855,93.39021428571428,eTRF,male
me-2,2,12,NA,335.3,293.2,12/2-12/9,NA,HFD,2,3.007142857142859,14.223785714285723,154.03557142857144,eTRF,male
me-2,2,NA,NA,308.4,241.8,12/23-1/4,NA,HFD,2,4.7571428571428545,22.501285714285704,202.58564285714286,eTRF,male
me-2,2,2,NA,337.4,280.1,9/23-9/30,NA,NCD,2,4.09285714285714,11.910214285714277,17.522357142857135,eTRF,male
me-2,2,3,NA,336.8,273.6,9/30-10/7,NA,NCD,2,4.514285714285713,13.136571428571427,30.65892857142856,eTRF,male
me-2,2,10,NA,335.6,291.9,11/18-11/25,NA,HFD,2,3.1214285714285745,14.76435714285716,126.22992857142859,eTRF,male
me-2,2,6,NA,292,236.4,10/21-10/28,NA,NCD,2,3.971428571428571,11.556857142857142,68.92542857142855,eTRF,male
me-2,2,18,NA,271.7,228.3,1/19-1/26,NA,HFD,2,3.0999999999999983,14.662999999999993,245.76378571428572,eTRF,male
me-2,2,17,NA,257.1,214.8,1/12-1/19,NA,HFD,2,3.0214285714285722,14.291357142857148,231.10078571428573,eTRF,male
