cage,ID,time,glucose,crash,dam,cohort,treatment,sex,rel.glucose
2009,8591,15,100,no,7829,1,AL,female,56.17977528089888
2009,8591,30,72,no,7829,1,AL,female,40.44943820224719
2009,8591,45,54,no,7829,1,AL,female,30.337078651685395
2009,8591,60,36,no,7829,1,AL,female,20.224719101123593
2009,8591,75,26,no,7829,1,AL,female,14.606741573033707
2009,8591,90,24,no,7829,1,AL,female,13.48314606741573
2009,8591,105,27,no,7829,1,AL,female,15.168539325842698
2009,8591,120,25,no,7829,1,AL,female,14.04494382022472
2010,8593,0,240,no,7864,1,eTRF,male,100
2010,8593,15,188,no,7864,1,eTRF,male,78.33333333333333
2010,8593,30,120,no,7864,1,eTRF,male,50
2010,8593,45,90,no,7864,1,eTRF,male,37.5
2010,8593,60,72,no,7864,1,eTRF,male,30
2010,8593,75,71,no,7864,1,eTRF,male,29.583333333333332
2010,8593,90,68,no,7864,1,eTRF,male,28.333333333333332
2010,8593,105,77,no,7864,1,eTRF,male,32.083333333333336
2010,8593,120,85,no,7864,1,eTRF,male,35.41666666666667
2010,8597,0,276,no,7826,1,eTRF,male,100
2010,8597,15,217,no,7826,1,eTRF,male,78.62318840579711
2010,8597,30,135,no,7826,1,eTRF,male,48.91304347826087
2010,8597,45,140,no,7826,1,eTRF,male,50.72463768115942
2010,8597,60,124,no,7826,1,eTRF,male,44.927536231884055
2010,8597,75,141,no,7826,1,eTRF,male,51.08695652173913
2010,8597,90,137,no,7826,1,eTRF,male,49.63768115942029
2010,8597,105,177,no,7826,1,eTRF,male,64.13043478260869
2010,8597,120,187,no,7826,1,eTRF,male,67.7536231884058
2010,8592,0,290,no,7864,1,eTRF,male,100
2010,8592,15,144,no,7864,1,eTRF,male,49.6551724137931
2010,8592,30,109,no,7864,1,eTRF,male,37.58620689655172
2010,8592,45,122,no,7864,1,eTRF,male,42.06896551724138
2010,8592,60,115,no,7864,1,eTRF,male,39.6551724137931
2010,8592,75,120,no,7864,1,eTRF,male,41.37931034482759
2010,8592,90,134,no,7864,1,eTRF,male,46.206896551724135
2010,8592,105,153,no,7864,1,eTRF,male,52.758620689655174
2010,8592,120,199,no,7864,1,eTRF,male,68.62068965517241
2010,8596,0,274,no,7826,1,eTRF,male,100
2010,8596,15,97,no,7826,1,eTRF,male,35.4014598540146
2010,8596,30,101,no,7826,1,eTRF,male,36.86131386861314
2010,8596,45,86,no,7826,1,eTRF,male,31.386861313868614
2010,8596,60,69,no,7826,1,eTRF,male,25.18248175182482
2010,8596,75,55,no,7826,1,eTRF,male,20.072992700729927
2010,8596,90,52,no,7826,1,eTRF,male,18.97810218978102
2010,8596,105,67,no,7826,1,eTRF,male,24.45255474452555
2010,8596,120,81,no,7826,1,eTRF,male,29.56204379562044
2011,8598,0,229,yes,7826,1,eTRF,female,100
2011,8598,15,81,yes,7826,1,eTRF,female,35.37117903930131
2011,8598,30,30,yes,7826,1,eTRF,female,13.100436681222707
2011,8598,45,0,yes,7826,1,eTRF,female,0
2011,8598,60,0,yes,7826,1,eTRF,female,0
2011,8598,75,0,yes,7826,1,eTRF,female,0
2011,8598,90,0,yes,7826,1,eTRF,female,0
2011,8598,105,0,yes,7826,1,eTRF,female,0
2011,8598,120,0,yes,7826,1,eTRF,female,0
2011,8599,0,224,yes,7826,1,eTRF,female,100
2011,8599,15,89,yes,7826,1,eTRF,female,39.732142857142854
2011,8599,30,89,yes,7826,1,eTRF,female,39.732142857142854
2011,8599,45,44,yes,7826,1,eTRF,female,19.642857142857142
2011,8599,60,32,yes,7826,1,eTRF,female,14.285714285714285
2011,8599,75,0,yes,7826,1,eTRF,female,0
2011,8599,90,0,yes,7826,1,eTRF,female,0
2011,8599,105,0,yes,7826,1,eTRF,female,0
2011,8599,120,0,yes,7826,1,eTRF,female,0
2011,8594,0,208,yes,7864,1,eTRF,female,100
2011,8594,15,73,yes,7864,1,eTRF,female,35.09615384615385
2011,8594,30,41,yes,7864,1,eTRF,female,19.71153846153846
2011,8594,45,0,yes,7864,1,eTRF,female,0
2011,8594,60,0,yes,7864,1,eTRF,female,0
2011,8594,75,0,yes,7864,1,eTRF,female,0
2011,8594,90,0,yes,7864,1,eTRF,female,0
2011,8594,105,0,yes,7864,1,eTRF,female,0
2011,8594,120,0,yes,7864,1,eTRF,female,0
2011,8595,0,252,yes,7864,1,eTRF,female,100
2011,8595,15,92,yes,7864,1,eTRF,female,36.507936507936506
2011,8595,30,93,yes,7864,1,eTRF,female,36.904761904761905
2011,8595,45,61,yes,7864,1,eTRF,female,24.206349206349206
2011,8595,60,34,yes,7864,1,eTRF,female,13.492063492063492
2011,8595,75,28,yes,7864,1,eTRF,female,11.11111111111111
2011,8595,90,0,yes,7864,1,eTRF,female,0
2011,8595,105,0,yes,7864,1,eTRF,female,0
2011,8595,120,0,yes,7864,1,eTRF,female,0
2015,8673,0,267,no,7843,1,AL,male,100
2015,8673,15,228,no,7843,1,AL,male,85.39325842696628
2015,8673,30,168,no,7843,1,AL,male,62.92134831460674
2015,8673,45,167,no,7843,1,AL,male,62.546816479400746
2015,8673,60,173,no,7843,1,AL,male,64.7940074906367
2015,8673,75,193,no,7843,1,AL,male,72.28464419475655
2015,8673,90,196,no,7843,1,AL,male,73.40823970037454
2015,8673,105,233,no,7843,1,AL,male,87.26591760299625
2015,8673,120,227,no,7843,1,AL,male,85.0187265917603
2015,8674,0,220,no,7843,1,AL,male,100
2015,8674,15,191,no,7843,1,AL,male,86.81818181818181
2015,8674,30,144,no,7843,1,AL,male,65.45454545454545
2015,8674,45,121,no,7843,1,AL,male,55.00000000000001
2015,8674,60,123,no,7843,1,AL,male,55.90909090909091
2015,8674,75,119,no,7843,1,AL,male,54.090909090909086
2015,8674,90,132,no,7843,1,AL,male,60
2015,8674,105,145,no,7843,1,AL,male,65.9090909090909
2015,8674,120,163,no,7843,1,AL,male,74.0909090909091
2015,8665,0,345,no,7830,1,AL,male,100
2015,8665,15,246,no,7830,1,AL,male,71.30434782608695
2015,8665,30,180,no,7830,1,AL,male,52.17391304347826
2015,8665,45,136,no,7830,1,AL,male,39.42028985507247
2015,8665,60,120,no,7830,1,AL,male,34.78260869565217
2015,8665,75,110,no,7830,1,AL,male,31.88405797101449
2015,8665,90,121,no,7830,1,AL,male,35.07246376811594
2015,8665,105,120,no,7830,1,AL,male,34.78260869565217
2015,8665,120,139,no,7830,1,AL,male,40.28985507246377
2015,8666,0,338,no,7830,1,AL,male,100
2015,8666,15,192,no,7830,1,AL,male,56.80473372781065
2015,8666,30,108,no,7830,1,AL,male,31.952662721893493
2015,8666,45,89,no,7830,1,AL,male,26.331360946745562
2015,8666,60,82,no,7830,1,AL,male,24.2603550295858
2015,8666,75,69,no,7830,1,AL,male,20.414201183431953
2015,8666,90,71,no,7830,1,AL,male,21.005917159763314
2015,8666,105,83,no,7830,1,AL,male,24.556213017751478
2015,8666,120,101,no,7830,1,AL,male,29.88165680473373
2014,8675,0,130,no,7843,1,AL,female,100
2014,8675,15,111,no,7843,1,AL,female,85.38461538461539
2014,8675,30,87,no,7843,1,AL,female,66.92307692307692
2014,8675,45,63,no,7843,1,AL,female,48.46153846153846
2014,8675,60,36,no,7843,1,AL,female,27.692307692307693
2014,8675,75,33,no,7843,1,AL,female,25.384615384615383
2014,8675,90,26,no,7843,1,AL,female,20
2014,8675,105,23,no,7843,1,AL,female,17.692307692307693
2014,8675,120,22,no,7843,1,AL,female,16.923076923076923
2014,8676,0,197,no,7843,1,AL,female,100
2014,8676,15,100,no,7843,1,AL,female,50.76142131979695
2014,8676,30,89,no,7843,1,AL,female,45.17766497461929
2014,8676,45,68,no,7843,1,AL,female,34.51776649746193
2014,8676,60,45,no,7843,1,AL,female,22.84263959390863
2014,8676,75,40,no,7843,1,AL,female,20.304568527918782
2014,8676,90,46,no,7843,1,AL,female,23.3502538071066
2014,8676,105,60,no,7843,1,AL,female,30.456852791878177
2014,8676,120,92,no,7843,1,AL,female,46.7005076142132
2014,8668,0,225,yes,7830,1,AL,female,100
2014,8668,15,111,yes,7830,1,AL,female,49.333333333333336
2014,8668,30,62,yes,7830,1,AL,female,27.555555555555557
2014,8668,45,30,yes,7830,1,AL,female,13.333333333333334
2014,8668,60,0,yes,7830,1,AL,female,0
2014,8668,75,0,yes,7830,1,AL,female,0
2014,8668,90,0,yes,7830,1,AL,female,0
2014,8668,105,0,yes,7830,1,AL,female,0
2014,8668,120,0,yes,7830,1,AL,female,0
2014,8667,0,166,yes,7830,1,AL,female,100
2014,8667,15,67,yes,7830,1,AL,female,40.36144578313253
2014,8667,30,30,yes,7830,1,AL,female,18.072289156626507
2014,8667,45,0,yes,7830,1,AL,female,0
2014,8667,60,0,yes,7830,1,AL,female,0
2014,8667,75,0,yes,7830,1,AL,female,0
2014,8667,90,0,yes,7830,1,AL,female,0
2014,8667,105,0,yes,7830,1,AL,female,0
2014,8667,120,0,yes,7830,1,AL,female,0
2031,8688,0,277,no,7841,1,eTRF,male,100
2031,8688,15,184,no,7841,1,eTRF,male,66.4259927797834
2031,8688,30,99,no,7841,1,eTRF,male,35.74007220216607
2031,8688,45,96,no,7841,1,eTRF,male,34.65703971119133
2031,8688,60,83,no,7841,1,eTRF,male,29.96389891696751
2031,8688,75,83,no,7841,1,eTRF,male,29.96389891696751
2031,8688,90,89,no,7841,1,eTRF,male,32.12996389891697
2031,8688,105,93,no,7841,1,eTRF,male,33.57400722021661
2031,8688,120,107,no,7841,1,eTRF,male,38.628158844765345
2038,8672,0,162,yes,7863,1,AL,female,100
2038,8672,15,108,yes,7863,1,AL,female,66.66666666666666
2038,8672,30,37,yes,7863,1,AL,female,22.839506172839506
2038,8672,45,34,yes,7863,1,AL,female,20.98765432098765
2038,8672,60,0,yes,7863,1,AL,female,0
2038,8672,75,0,yes,7863,1,AL,female,0
2038,8672,90,0,yes,7863,1,AL,female,0
2038,8672,105,0,yes,7863,1,AL,female,0
2038,8672,120,0,yes,7863,1,AL,female,0
2038,8679,0,174,yes,7834,1,AL,female,100
2038,8679,15,82,yes,7834,1,AL,female,47.12643678160919
2038,8679,30,83,yes,7834,1,AL,female,47.701149425287355
2038,8679,45,51,yes,7834,1,AL,female,29.310344827586203
2038,8679,60,32,yes,7834,1,AL,female,18.39080459770115
2038,8679,75,26,yes,7834,1,AL,female,14.942528735632186
2038,8679,90,0,yes,7834,1,AL,female,0
2038,8679,105,0,yes,7834,1,AL,female,0
2038,8679,120,0,yes,7834,1,AL,female,0
2038,8680,0,175,yes,7834,1,AL,female,100
2038,8680,15,72,yes,7834,1,AL,female,41.14285714285714
2038,8680,30,44,yes,7834,1,AL,female,25.142857142857146
2038,8680,45,33,yes,7834,1,AL,female,18.857142857142858
2038,8680,60,23,yes,7834,1,AL,female,13.142857142857142
2038,8680,75,0,yes,7834,1,AL,female,0
2038,8680,90,0,yes,7834,1,AL,female,0
2038,8680,105,0,yes,7834,1,AL,female,0
2038,8680,120,0,yes,7834,1,AL,female,0
2037,8669,0,262,no,7863,1,AL,male,100
2037,8669,15,202,no,7863,1,AL,male,77.09923664122137
2037,8669,30,142,no,7863,1,AL,male,54.19847328244275
2037,8669,45,132,no,7863,1,AL,male,50.38167938931297
2037,8669,60,126,no,7863,1,AL,male,48.091603053435115
2037,8669,75,128,no,7863,1,AL,male,48.854961832061065
2037,8669,90,160,no,7863,1,AL,male,61.06870229007634
2037,8669,105,167,no,7863,1,AL,male,63.74045801526718
2037,8669,120,189,no,7863,1,AL,male,72.13740458015268
1402,8670,0,290,no,7863,1,AL,male,100
1402,8670,15,114,no,7863,1,AL,male,39.310344827586206
1402,8670,30,167,no,7863,1,AL,male,57.58620689655173
1402,8670,45,85,no,7863,1,AL,male,29.310344827586203
1402,8670,60,55,no,7863,1,AL,male,18.96551724137931
1402,8670,75,34,no,7863,1,AL,male,11.724137931034482
1402,8670,90,30,no,7863,1,AL,male,10.344827586206897
1402,8670,105,29,no,7863,1,AL,male,10
1402,8670,120,35,no,7863,1,AL,male,12.068965517241379
2037,8678,0,297,no,7834,1,AL,male,100
2037,8678,15,194,no,7834,1,AL,male,65.31986531986533
2037,8678,30,145,no,7834,1,AL,male,48.821548821548824
2037,8678,45,109,no,7834,1,AL,male,36.7003367003367
2037,8678,60,125,no,7834,1,AL,male,42.08754208754209
2037,8678,75,103,no,7834,1,AL,male,34.68013468013468
2037,8678,90,103,no,7834,1,AL,male,34.68013468013468
2037,8678,105,118,no,7834,1,AL,male,39.73063973063973
2037,8678,120,133,no,7834,1,AL,male,44.78114478114478
1403,8677,0,237,no,7834,1,AL,male,100
1403,8677,15,208,no,7834,1,AL,male,87.76371308016878
1403,8677,30,124,no,7834,1,AL,male,52.320675105485236
1403,8677,45,100,no,7834,1,AL,male,42.19409282700422
1403,8677,60,99,no,7834,1,AL,male,41.77215189873418
1403,8677,75,85,no,7834,1,AL,male,35.86497890295359
1403,8677,90,116,no,7834,1,AL,male,48.9451476793249
1403,8677,105,149,no,7834,1,AL,male,62.869198312236286
1403,8677,120,184,no,7834,1,AL,male,77.63713080168776
2033,8747,0,170,yes,7862,1,eTRF,female,100
2033,8747,15,117,yes,7862,1,eTRF,female,68.82352941176471
2033,8747,30,55,yes,7862,1,eTRF,female,32.35294117647059
2033,8747,45,27,yes,7862,1,eTRF,female,15.88235294117647
2033,8747,60,21,yes,7862,1,eTRF,female,12.352941176470589
2033,8747,75,0,yes,7862,1,eTRF,female,0
2033,8747,90,0,yes,7862,1,eTRF,female,0
2033,8747,105,0,yes,7862,1,eTRF,female,0
2033,8747,120,0,yes,7862,1,eTRF,female,0
2033,8749,0,181,yes,7822,1,eTRF,female,100
2033,8749,15,134,yes,7822,1,eTRF,female,74.03314917127072
2033,8749,30,54,yes,7822,1,eTRF,female,29.83425414364641
2033,8749,45,28,yes,7822,1,eTRF,female,15.469613259668508
2033,8749,60,0,yes,7822,1,eTRF,female,0
2033,8749,75,0,yes,7822,1,eTRF,female,0
2033,8749,90,0,yes,7822,1,eTRF,female,0
2033,8749,105,0,yes,7822,1,eTRF,female,0
2033,8749,120,0,yes,7822,1,eTRF,female,0
2033,8748,0,188,no,7862,1,eTRF,female,100
2033,8748,15,133,no,7862,1,eTRF,female,70.74468085106383
2033,8748,30,98,no,7862,1,eTRF,female,52.12765957446809
2033,8748,45,59,no,7862,1,eTRF,female,31.382978723404253
2033,8748,60,45,no,7862,1,eTRF,female,23.93617021276596
2033,8748,75,40,no,7862,1,eTRF,female,21.27659574468085
2033,8748,90,45,no,7862,1,eTRF,female,23.93617021276596
2033,8748,105,51,no,7862,1,eTRF,female,27.127659574468083
2033,8748,120,77,no,7862,1,eTRF,female,40.95744680851064
2033,8750,0,196,no,7822,1,eTRF,female,100
2033,8750,15,85,no,7822,1,eTRF,female,43.36734693877551
2033,8750,30,80,no,7822,1,eTRF,female,40.816326530612244
2033,8750,45,72,no,7822,1,eTRF,female,36.734693877551024
2033,8750,60,53,no,7822,1,eTRF,female,27.040816326530614
2033,8750,75,38,no,7822,1,eTRF,female,19.387755102040817
2033,8750,90,40,no,7822,1,eTRF,female,20.408163265306122
2033,8750,105,48,no,7822,1,eTRF,female,24.489795918367346
2033,8750,120,54,no,7822,1,eTRF,female,27.55102040816326
2033,8686,0,216,no,7822,1,eTRF,female,100
2033,8686,15,161,no,7822,1,eTRF,female,74.53703703703704
2033,8686,30,96,no,7822,1,eTRF,female,44.44444444444444
2033,8686,45,63,no,7822,1,eTRF,female,29.166666666666668
2033,8686,60,49,no,7822,1,eTRF,female,22.685185185185187
2033,8686,75,38,no,7822,1,eTRF,female,17.59259259259259
2033,8686,90,47,no,7822,1,eTRF,female,21.75925925925926
2033,8686,105,48,no,7822,1,eTRF,female,22.22222222222222
2033,8686,120,74,no,7822,1,eTRF,female,34.25925925925926
2032,8685,0,148,yes,7822,1,eTRF,female,100
2032,8685,15,57,yes,7822,1,eTRF,female,38.513513513513516
2032,8685,30,62,yes,7822,1,eTRF,female,41.891891891891895
2032,8685,45,48,yes,7822,1,eTRF,female,32.432432432432435
2032,8685,60,32,yes,7822,1,eTRF,female,21.62162162162162
2032,8685,75,22,yes,7822,1,eTRF,female,14.864864864864865
2032,8685,90,0,yes,7822,1,eTRF,female,0
2032,8685,105,0,yes,7822,1,eTRF,female,0
2032,8685,120,0,yes,7822,1,eTRF,female,0
2032,8746,0,171,no,7862,1,eTRF,female,100
2032,8746,15,87,no,7862,1,eTRF,female,50.877192982456144
2032,8746,30,70,no,7862,1,eTRF,female,40.93567251461988
2032,8746,45,50,no,7862,1,eTRF,female,29.239766081871345
2032,8746,60,40,no,7862,1,eTRF,female,23.391812865497073
2032,8746,75,38,no,7862,1,eTRF,female,22.22222222222222
2032,8746,90,31,no,7862,1,eTRF,female,18.128654970760234
2032,8746,105,33,no,7862,1,eTRF,female,19.298245614035086
2032,8746,120,35,no,7862,1,eTRF,female,20.46783625730994
2032,8690,0,186,yes,7841,1,eTRF,female,100
2032,8690,15,94,yes,7841,1,eTRF,female,50.53763440860215
2032,8690,30,87,yes,7841,1,eTRF,female,46.774193548387096
2032,8690,45,53,yes,7841,1,eTRF,female,28.49462365591398
2032,8690,60,38,yes,7841,1,eTRF,female,20.43010752688172
2032,8690,75,27,yes,7841,1,eTRF,female,14.516129032258066
2032,8690,90,0,yes,7841,1,eTRF,female,0
2032,8690,105,0,yes,7841,1,eTRF,female,0
2032,8690,120,0,yes,7841,1,eTRF,female,0
2032,8691,0,228,no,7841,1,eTRF,female,100
2032,8691,15,92,no,7841,1,eTRF,female,40.35087719298245
2032,8691,30,65,no,7841,1,eTRF,female,28.50877192982456
2032,8691,45,78,no,7841,1,eTRF,female,34.21052631578947
2032,8691,60,61,no,7841,1,eTRF,female,26.75438596491228
2032,8691,75,49,no,7841,1,eTRF,female,21.49122807017544
2032,8691,90,54,no,7841,1,eTRF,female,23.684210526315788
2032,8691,105,70,no,7841,1,eTRF,female,30.701754385964914
2032,8691,120,85,no,7841,1,eTRF,female,37.280701754385966
2032,8689,0,206,no,7841,1,eTRF,female,100
2032,8689,15,81,no,7841,1,eTRF,female,39.32038834951456
2032,8689,30,110,no,7841,1,eTRF,female,53.398058252427184
2032,8689,45,73,no,7841,1,eTRF,female,35.43689320388349
2032,8689,60,53,no,7841,1,eTRF,female,25.728155339805824
2032,8689,75,45,no,7841,1,eTRF,female,21.844660194174757
2032,8689,90,52,no,7841,1,eTRF,female,25.24271844660194
2032,8689,105,61,no,7841,1,eTRF,female,29.61165048543689
2032,8689,120,94,no,7841,1,eTRF,female,45.63106796116505
fa-1,458,0,237,yes,128,2,AL,female,100
fa-1,458,15,174,yes,128,2,AL,female,73.41772151898735
fa-1,458,30,105,yes,128,2,AL,female,44.303797468354425
fa-1,458,45,50,yes,128,2,AL,female,21.09704641350211
fa-1,458,60,31,yes,128,2,AL,female,13.080168776371309
fa-1,458,75,22,yes,128,2,AL,female,9.282700421940929
fa-1,458,90,0,yes,128,2,AL,female,0
fa-1,458,105,0,yes,128,2,AL,female,0
fa-1,458,120,0,yes,128,2,AL,female,0
fa-1,459,0,215,no,128,2,AL,female,100
fa-1,459,15,114,no,128,2,AL,female,53.02325581395348
fa-1,459,30,77,no,128,2,AL,female,35.81395348837209
fa-1,459,45,63,no,128,2,AL,female,29.30232558139535
fa-1,459,60,68,no,128,2,AL,female,31.627906976744185
fa-1,459,75,59,no,128,2,AL,female,27.44186046511628
fa-1,459,90,54,no,128,2,AL,female,25.116279069767444
fa-1,459,105,50,no,128,2,AL,female,23.25581395348837
fa-1,459,120,60,no,128,2,AL,female,27.906976744186046
fa-1,462,0,173,yes,146,2,AL,female,100
fa-1,462,15,61,yes,146,2,AL,female,35.26011560693642
fa-1,462,30,30,yes,146,2,AL,female,17.341040462427745
fa-1,462,45,0,yes,146,2,AL,female,0
fa-1,462,60,0,yes,146,2,AL,female,0
fa-1,462,75,0,yes,146,2,AL,female,0
fa-1,462,90,0,yes,146,2,AL,female,0
fa-1,462,105,0,yes,146,2,AL,female,0
fa-1,462,120,0,yes,146,2,AL,female,0
fa-1,463,0,210,yes,146,2,AL,female,100
fa-1,463,15,70,yes,146,2,AL,female,33.33333333333333
fa-1,463,30,33,yes,146,2,AL,female,15.714285714285714
fa-1,463,45,0,yes,146,2,AL,female,0
fa-1,463,60,0,yes,146,2,AL,female,0
fa-1,463,75,0,yes,146,2,AL,female,0
fa-1,463,90,0,yes,146,2,AL,female,0
fa-1,463,105,0,yes,146,2,AL,female,0
fa-1,463,120,0,yes,146,2,AL,female,0
fe-1,454,0,236,yes,134,2,eTRF,female,100
fe-1,454,15,62,yes,134,2,eTRF,female,26.27118644067797
fe-1,454,30,30,yes,134,2,eTRF,female,12.711864406779661
fe-1,454,45,0,yes,134,2,eTRF,female,0
fe-1,454,60,0,yes,134,2,eTRF,female,0
fe-1,454,75,0,yes,134,2,eTRF,female,0
fe-1,454,90,0,yes,134,2,eTRF,female,0
fe-1,454,105,0,yes,134,2,eTRF,female,0
fe-1,454,120,0,yes,134,2,eTRF,female,0
fe-1,455,0,213,yes,134,2,eTRF,female,100
fe-1,455,15,64,yes,134,2,eTRF,female,30.046948356807512
fe-1,455,30,42,yes,134,2,eTRF,female,19.718309859154928
fe-1,455,45,0,yes,134,2,eTRF,female,0
fe-1,455,60,0,yes,134,2,eTRF,female,0
fe-1,455,75,0,yes,134,2,eTRF,female,0
fe-1,455,90,0,yes,134,2,eTRF,female,0
fe-1,455,105,0,yes,134,2,eTRF,female,0
fe-1,455,120,0,yes,134,2,eTRF,female,0
fe-1,466,0,218,yes,124,2,eTRF,female,100
fe-1,466,15,57,yes,124,2,eTRF,female,26.146788990825687
fe-1,466,30,20,yes,124,2,eTRF,female,9.174311926605505
fe-1,466,45,0,yes,124,2,eTRF,female,0
fe-1,466,60,0,yes,124,2,eTRF,female,0
fe-1,466,75,0,yes,124,2,eTRF,female,0
fe-1,466,90,0,yes,124,2,eTRF,female,0
fe-1,466,105,0,yes,124,2,eTRF,female,0
fe-1,466,120,0,yes,124,2,eTRF,female,0
fe-1,467,0,179,yes,124,2,eTRF,female,100
fe-1,467,15,52,yes,124,2,eTRF,female,29.05027932960894
fe-1,467,30,22,yes,124,2,eTRF,female,12.290502793296088
fe-1,467,45,0,yes,124,2,eTRF,female,0
fe-1,467,60,0,yes,124,2,eTRF,female,0
fe-1,467,75,0,yes,124,2,eTRF,female,0
fe-1,467,90,0,yes,124,2,eTRF,female,0
fe-1,467,105,0,yes,124,2,eTRF,female,0
fe-1,467,120,0,yes,124,2,eTRF,female,0
me-1,464,0,239,no,124,2,eTRF,male,100
me-1,464,15,108,no,124,2,eTRF,male,45.18828451882845
me-1,464,30,90,no,124,2,eTRF,male,37.65690376569037
me-1,464,45,92,no,124,2,eTRF,male,38.49372384937239
me-1,464,60,73,no,124,2,eTRF,male,30.543933054393307
me-1,464,75,72,no,124,2,eTRF,male,30.125523012552303
me-1,464,90,81,no,124,2,eTRF,male,33.89121338912134
me-1,464,105,105,no,124,2,eTRF,male,43.93305439330544
me-1,464,120,109,no,124,2,eTRF,male,45.60669456066946
me-1,465,0,228,yes,124,2,eTRF,male,100
me-1,465,15,77,yes,124,2,eTRF,male,33.771929824561404
me-1,465,30,23,yes,124,2,eTRF,male,10.087719298245613
me-1,465,45,0,yes,124,2,eTRF,male,0
me-1,465,60,0,yes,124,2,eTRF,male,0
me-1,465,75,0,yes,124,2,eTRF,male,0
me-1,465,90,0,yes,124,2,eTRF,male,0
me-1,465,105,0,yes,124,2,eTRF,male,0
me-1,465,120,0,yes,124,2,eTRF,male,0
ma-1,456,0,275,no,128,2,AL,male,100
ma-1,456,15,89,no,128,2,AL,male,32.36363636363636
ma-1,456,30,79,no,128,2,AL,male,28.72727272727273
ma-1,456,45,62,no,128,2,AL,male,22.545454545454547
ma-1,456,60,90,no,128,2,AL,male,32.72727272727273
ma-1,456,75,59,no,128,2,AL,male,21.454545454545453
ma-1,456,90,74,no,128,2,AL,male,26.90909090909091
ma-1,456,105,129,no,128,2,AL,male,46.909090909090914
ma-1,456,120,169,no,128,2,AL,male,61.45454545454545
ma-1,460,0,328,no,146,2,AL,male,100
ma-1,460,15,164,no,146,2,AL,male,50
ma-1,460,30,119,no,146,2,AL,male,36.28048780487805
ma-1,460,45,109,no,146,2,AL,male,33.23170731707317
ma-1,460,60,91,no,146,2,AL,male,27.743902439024392
ma-1,460,75,94,no,146,2,AL,male,28.65853658536585
ma-1,460,90,90,no,146,2,AL,male,27.439024390243905
ma-1,460,105,95,no,146,2,AL,male,28.96341463414634
